名次,職業,角色名稱,討伐完成時間,記錄更新時間,結算日期,週次
4位,弓箭手,?拉媞琺,00:13.30,2019.11.06 20:38:50,2019.11.10,第四週
4位,燐劍士,?小黑糖,00:15.20,2019.11.06 13:34:16,2019.11.10,第四週
4位,槍擊士,?LiK,00:17.40,2019.11.09 18:00:59,2019.11.10,第四週
4位,力士,奎馗,00:22.90,2019.11.09 20:24:46,2019.11.10,第四週
4位,乾坤士,多納太羅?啾,00:26.90,2019.11.08 23:39:40,2019.11.10,第四週
4位,刺客,兔寶?,00:30.10,2019.11.08 17:37:54,2019.11.10,第四週
5位,劍士,月孤痕,00:08.70,2019.11.07 23:03:39,2019.11.10,第四週
5位,鬥士,鴻蒼?,00:12.20,2019.11.06 20:10:58,2019.11.10,第四週
5位,氣功士,Bauhinia,00:12.50,2019.11.06 18:02:31,2019.11.10,第四週
5位,拳士,金木涼,00:13.10,2019.11.08 12:00:24,2019.11.10,第四週
5位,咒術師,菈菈唲,00:13.60,2019.11.06 20:19:15,2019.11.10,第四週
5位,召喚師,闇扉,00:13.90,2019.11.08 14:10:31,2019.11.10,第四週
5位,燐劍士,?蓋歐卡,00:15.60,2019.11.06 12:53:04,2019.11.10,第四週
5位,弓箭手,神?,00:16.0,2019.11.09 12:55:48,2019.11.10,第四週
5位,槍擊士,英靈?,00:18.80,2019.11.06 19:31:31,2019.11.10,第四週
5位,力士,胖胖空,00:23.30,2019.11.06 20:47:35,2019.11.10,第四週
5位,刺客,?凜,00:31.60,2019.11.08 20:33:34,2019.11.10,第四週
5位,乾坤士,即白,00:34.10,2019.11.06 18:58:12,2019.11.10,第四週
6位,劍士,云淡?,00:08.70,2019.11.08 19:11:20,2019.11.10,第四週
6位,拳士,Ruler?,00:13.30,2019.11.09 17:11:32,2019.11.10,第四週
6位,鬥士,?洛,00:13.30,2019.11.08 18:40:28,2019.11.10,第四週
6位,氣功士,赤淚,00:13.70,2019.11.10 04:18:27,2019.11.10,第四週
6位,咒術師,宓宣,00:13.80,2019.11.08 16:55:27,2019.11.10,第四週
6位,召喚師,紗兒的小豬豬,00:14.40,2019.11.07 20:06:53,2019.11.10,第四週
6位,燐劍士,鮮奶茶?,00:17.0,2019.11.09 14:58:03,2019.11.10,第四週
6位,弓箭手,冷??,00:18.10,2019.11.09 20:07:07,2019.11.10,第四週
6位,槍擊士,你媽?,00:19.10,2019.11.08 23:29:53,2019.11.10,第四週
6位,力士,黑雪幸,00:24.80,2019.11.09 09:48:27,2019.11.10,第四週
6位,乾坤士,Lukaaaa,00:34.50,2019.11.06 13:45:34,2019.11.10,第四週
6位,刺客,戕納,00:34.80,2019.11.08 00:10:05,2019.11.10,第四週
7位,劍士,君馬惠?,00:08.90,2019.11.09 23:08:49,2019.11.10,第四週
7位,拳士,Yeon誠,00:13.40,2019.11.07 17:21:13,2019.11.10,第四週
7位,鬥士,孀笙,00:13.50,2019.11.07 00:32:37,2019.11.10,第四週
7位,咒術師,侜張,00:14.40,2019.11.06 20:04:48,2019.11.10,第四週
7位,召喚師,魂牽夢縈?,00:14.70,2019.11.09 20:19:50,2019.11.10,第四週
7位,氣功士,風嵐之翼,00:16.40,2019.11.06 13:34:49,2019.11.10,第四週
7位,燐劍士,88在草原上轉圈圈,00:17.60,2019.11.06 12:03:57,2019.11.10,第四週
7位,弓箭手,茶茶射妳,00:19.20,2019.11.10 00:11:40,2019.11.10,第四週
7位,槍擊士,三發裝子彈,00:19.70,2019.11.09 20:13:00,2019.11.10,第四週
7位,力士,八月中秋山林涼,00:26.10,2019.11.06 11:51:52,2019.11.10,第四週
7位,乾坤士,桂明香,00:34.80,2019.11.09 16:39:59,2019.11.10,第四週
7位,刺客,鬼迷神疑?,00:35.10,2019.11.10 02:01:10,2019.11.10,第四週
8位,劍士,秋?痕,00:09.10,2019.11.08 11:47:25,2019.11.10,第四週
8位,拳士,擋我一百招,00:13.70,2019.11.08 00:24:09,2019.11.10,第四週
8位,鬥士,別讓羊叔叔輸出,00:14.10,2019.11.06 21:55:04,2019.11.10,第四週
8位,咒術師,名雪喵喵,00:14.40,2019.11.08 16:34:05,2019.11.10,第四週
8位,召喚師,蘿水三千只取一瓢飲,00:15.0,2019.11.07 23:44:49,2019.11.10,第四週
8位,氣功士,無關愛情,00:18.10,2019.11.06 18:44:06,2019.11.10,第四週
8位,槍擊士,?青羽梟,00:19.90,2019.11.09 18:11:25,2019.11.10,第四週
8位,燐劍士,柒撚懵懵,00:20.50,2019.11.06 19:42:45,2019.11.10,第四週
8位,弓箭手,叔叔的小三,00:22.0,2019.11.06 21:51:05,2019.11.10,第四週
8位,力士,小高冷?,00:28.10,2019.11.09 23:27:38,2019.11.10,第四週
8位,乾坤士,蕭墨染,00:35.80,2019.11.07 16:50:20,2019.11.10,第四週
8位,刺客,妲己?狐,00:39.80,2019.11.07 02:08:39,2019.11.10,第四週
9位,劍士,Sazabi,00:09.30,2019.11.09 15:47:17,2019.11.10,第四週
9位,拳士,得罪了方丈還敢跑,00:13.90,2019.11.09 18:44:32,2019.11.10,第四週
9位,召喚師,?艾比醬,00:15.0,2019.11.09 20:30:01,2019.11.10,第四週
9位,鬥士,祤鷹,00:15.10,2019.11.08 19:51:46,2019.11.10,第四週
9位,咒術師,六?御息所,00:15.50,2019.11.09 06:31:21,2019.11.10,第四週
9位,槍擊士,浮雲?,00:20.0,2019.11.08 20:14:27,2019.11.10,第四週
9位,燐劍士,HunterMNY,00:21.70,2019.11.09 20:19:27,2019.11.10,第四週
9位,氣功士,詩情,00:23.0,2019.11.08 19:06:00,2019.11.10,第四週
9位,弓箭手,哈庫菈瑪躂躂,00:26.0,2019.11.09 01:35:46,2019.11.10,第四週
9位,力士,芭蒂亞,00:28.30,2019.11.06 22:07:38,2019.11.10,第四週
9位,刺客,璇兒?,00:40.40,2019.11.10 01:21:42,2019.11.10,第四週
9位,乾坤士,青蘋芙姬,00:42.50,2019.11.06 20:58:53,2019.11.10,第四週
10位,劍士,BestJnK,00:09.70,2019.11.08 22:02:58,2019.11.10,第四週
10位,拳士,川榷,00:14.20,2019.11.08 20:33:23,2019.11.10,第四週
10位,召喚師,幸福伴身旁,00:15.30,2019.11.06 22:48:24,2019.11.10,第四週
10位,鬥士,楊宵,00:15.50,2019.11.08 15:05:25,2019.11.10,第四週
10位,咒術師,ZUOAN?奶茶,00:16.10,2019.11.09 00:06:32,2019.11.10,第四週
10位,槍擊士,?小肥袋,00:20.40,2019.11.06 15:41:56,2019.11.10,第四週
10位,燐劍士,Treasure?麥,00:22.60,2019.11.07 18:25:39,2019.11.10,第四週
10位,氣功士,?小肥鏡,00:23.60,2019.11.09 23:41:31,2019.11.10,第四週
10位,弓箭手,阿爾特彌斯,00:28.0,2019.11.07 21:39:42,2019.11.10,第四週
10位,力士,西狼GOOD?桃,00:33.20,2019.11.08 22:53:41,2019.11.10,第四週
10位,刺客,財政部,00:42.30,2019.11.09 12:37:02,2019.11.10,第四週
10位,乾坤士,百裂肉球,00:44.0,2019.11.07 08:36:54,2019.11.10,第四週
11位,劍士,月隱?,00:10.70,2019.11.07 12:29:21,2019.11.10,第四週
11位,拳士,伊璃?,00:14.40,2019.11.09 19:42:26,2019.11.10,第四週
11位,召喚師,小彌?,00:15.30,2019.11.09 15:20:24,2019.11.10,第四週
11位,咒術師,HLHope,00:16.70,2019.11.06 16:48:17,2019.11.10,第四週
11位,鬥士,小胖次?,00:18.30,2019.11.09 12:39:35,2019.11.10,第四週
11位,槍擊士,?小肥?,00:22.0,2019.11.08 02:17:46,2019.11.10,第四週
11位,氣功士,隔壁小生,00:26.10,2019.11.09 11:51:08,2019.11.10,第四週
11位,燐劍士,來砍我?,00:29.50,2019.11.07 20:06:24,2019.11.10,第四週
11位,力士,出手不留情,00:34.0,2019.11.08 19:55:22,2019.11.10,第四週
11位,弓箭手,湧嵐,00:34.20,2019.11.07 00:24:11,2019.11.10,第四週
11位,刺客,狄世,00:43.50,2019.11.09 02:55:32,2019.11.10,第四週
11位,乾坤士,方米,00:44.10,2019.11.08 20:02:39,2019.11.10,第四週
12位,劍士,同性才是人間真愛?,00:11.10,2019.11.07 12:57:02,2019.11.10,第四週
12位,拳士,Zhengge117,00:15.0,2019.11.09 03:04:51,2019.11.10,第四週
12位,咒術師,小心我丟你,00:17.50,2019.11.06 21:09:32,2019.11.10,第四週
12位,召喚師,點心?,00:21.20,2019.11.06 23:49:44,2019.11.10,第四週
12位,鬥士,匚弟?,00:21.90,2019.11.06 23:02:23,2019.11.10,第四週
12位,槍擊士,煌舞極憶,00:26.70,2019.11.10 01:54:50,2019.11.10,第四週
12位,氣功士,芷芸?,00:29.30,2019.11.07 01:34:00,2019.11.10,第四週
12位,燐劍士,遊星躑躅,00:29.50,2019.11.08 19:25:07,2019.11.10,第四週
12位,力士,阿鬼匠,00:34.20,2019.11.09 21:24:22,2019.11.10,第四週
12位,弓箭手,千??,00:34.30,2019.11.08 00:51:16,2019.11.10,第四週
12位,刺客,宇佐見蓮子,00:43.60,2019.11.10 05:39:40,2019.11.10,第四週
12位,乾坤士,味噌湯?,00:51.10,2019.11.07 21:01:03,2019.11.10,第四週
13位,劍士,緋穆晨芯?,00:11.30,2019.11.09 19:47:35,2019.11.10,第四週
13位,拳士,月光琵琶曲,00:17.40,2019.11.09 13:20:01,2019.11.10,第四週
13位,咒術師,?妍,00:18.20,2019.11.06 16:17:09,2019.11.10,第四週
13位,召喚師,魅?小豬,00:22.0,2019.11.10 00:12:16,2019.11.10,第四週
13位,鬥士,NiTaMaB,00:22.10,2019.11.06 19:30:29,2019.11.10,第四週
13位,槍擊士,Woof?,00:28.0,2019.11.07 22:09:01,2019.11.10,第四週
13位,氣功士,o寒江雪o,00:29.40,2019.11.09 00:29:48,2019.11.10,第四週
13位,燐劍士,星語雪碧,00:30.40,2019.11.09 17:59:43,2019.11.10,第四週
13位,力士,語芯妍,00:34.80,2019.11.08 01:59:20,2019.11.10,第四週
13位,弓箭手,茉娜德,00:37.10,2019.11.07 01:48:07,2019.11.10,第四週
13位,刺客,?臭跩貓,00:45.50,2019.11.10 01:27:10,2019.11.10,第四週
13位,乾坤士,多麗米亞,00:52.0,2019.11.08 22:15:13,2019.11.10,第四週
14位,劍士,既分高下也決生死,00:11.40,2019.11.10 00:49:23,2019.11.10,第四週
14位,咒術師,咚踏取蜜,00:19.20,2019.11.07 00:29:39,2019.11.10,第四週
14位,拳士,野比大熊,00:19.70,2019.11.06 11:59:29,2019.11.10,第四週
14位,鬥士,侍乂,00:22.60,2019.11.08 23:55:46,2019.11.10,第四週
14位,召喚師,神龍?,00:23.10,2019.11.10 01:35:36,2019.11.10,第四週
14位,槍擊士,芸之?,00:29.60,2019.11.07 19:45:40,2019.11.10,第四週
14位,氣功士,空白Cc,00:32.40,2019.11.08 00:53:14,2019.11.10,第四週
14位,燐劍士,?渥斯,00:34.0,2019.11.08 14:11:47,2019.11.10,第四週
14位,力士,藏鱷,00:34.90,2019.11.07 06:54:11,2019.11.10,第四週
14位,弓箭手,蘿莎莉婭?,00:40.40,2019.11.09 00:52:02,2019.11.10,第四週
14位,刺客,智影?,00:46.0,2019.11.08 00:23:31,2019.11.10,第四週
14位,乾坤士,再平凡?月依舊限量版,00:54.80,2019.11.06 19:49:06,2019.11.10,第四週
15位,劍士,?貓貓,00:11.70,2019.11.09 10:39:00,2019.11.10,第四週
15位,拳士,Yuan爻,00:19.80,2019.11.08 15:56:55,2019.11.10,第四週
15位,咒術師,上官湘玲,00:20.40,2019.11.10 02:30:48,2019.11.10,第四週
15位,召喚師,冰欣玥,00:23.30,2019.11.07 19:58:30,2019.11.10,第四週
15位,鬥士,亞瑟?潘德拉貢,00:23.80,2019.11.08 20:18:11,2019.11.10,第四週
15位,槍擊士,茶?,00:32.60,2019.11.08 20:04:59,2019.11.10,第四週
15位,燐劍士,青陌?,00:34.10,2019.11.08 20:21:46,2019.11.10,第四週
15位,氣功士,?花舞鳥,00:35.40,2019.11.08 00:18:11,2019.11.10,第四週
15位,力士,莫知名,00:38.50,2019.11.07 22:51:19,2019.11.10,第四週
15位,弓箭手,寂靜子?,00:41.80,2019.11.07 00:08:46,2019.11.10,第四週
15位,刺客,JusticeMem,00:46.80,2019.11.07 00:19:44,2019.11.10,第四週
15位,乾坤士,沐雲汐,00:56.90,2019.11.09 14:08:35,2019.11.10,第四週
16位,劍士,花生魷,00:11.80,2019.11.09 13:53:18,2019.11.10,第四週
16位,咒術師,小雨璃,00:21.70,2019.11.09 14:08:56,2019.11.10,第四週
16位,拳士,聖奇諾,00:22.40,2019.11.06 23:17:59,2019.11.10,第四週
16位,召喚師,MissXuan,00:23.80,2019.11.08 13:41:37,2019.11.10,第四週
16位,鬥士,蒔繪o,00:25.60,2019.11.09 03:04:07,2019.11.10,第四週
16位,燐劍士,零度?,00:34.50,2019.11.07 01:53:47,2019.11.10,第四週
16位,氣功士,祅賊賊,00:35.90,2019.11.06 21:41:00,2019.11.10,第四週
16位,力士,米開朗基羅?蒼,00:40.0,2019.11.06 17:44:15,2019.11.10,第四週
16位,槍擊士,每秒的心跳,00:40.60,2019.11.09 09:13:04,2019.11.10,第四週
16位,弓箭手,嫣雨晴,00:43.90,2019.11.08 13:55:22,2019.11.10,第四週
16位,刺客,告?白,00:49.70,2019.11.07 22:40:56,2019.11.10,第四週
16位,乾坤士,喵喵蟲咖波,00:58.30,2019.11.10 01:27:23,2019.11.10,第四週
17位,劍士,你了解我的明白嗎,00:12.60,2019.11.09 11:15:06,2019.11.10,第四週
17位,拳士,陸奧十三,00:23.70,2019.11.09 16:54:42,2019.11.10,第四週
17位,咒術師,夢醒淑芬?,00:24.70,2019.11.10 02:24:43,2019.11.10,第四週
17位,召喚師,池內亞也,00:25.90,2019.11.09 01:16:24,2019.11.10,第四週
17位,鬥士,?雪月,00:26.90,2019.11.09 00:19:44,2019.11.10,第四週
17位,燐劍士,易利信,00:35.10,2019.11.06 17:50:52,2019.11.10,第四週
17位,氣功士,Crazy南,00:36.40,2019.11.07 01:50:34,2019.11.10,第四週
17位,槍擊士,玖伊,00:41.10,2019.11.09 19:25:37,2019.11.10,第四週
17位,力士,愛??,00:44.40,2019.11.08 01:35:25,2019.11.10,第四週
17位,弓箭手,Calibra,00:48.10,2019.11.10 03:03:38,2019.11.10,第四週
17位,刺客,彎腰看侏儒,00:51.30,2019.11.07 23:49:11,2019.11.10,第四週
17位,乾坤士,鉯禹,01:00.80,2019.11.09 21:03:59,2019.11.10,第四週
18位,劍士,草唲?,00:13.70,2019.11.07 20:19:36,2019.11.10,第四週
18位,拳士,河漓雪?,00:25.20,2019.11.08 11:59:52,2019.11.10,第四週
18位,咒術師,紫格格,00:25.70,2019.11.06 19:43:52,2019.11.10,第四週
18位,鬥士,醬醬爆,00:27.40,2019.11.06 17:19:33,2019.11.10,第四週
18位,召喚師,庫洛司,00:27.70,2019.11.10 02:53:13,2019.11.10,第四週
18位,燐劍士,搖滾可可,00:36.20,2019.11.07 02:13:01,2019.11.10,第四週
18位,氣功士,咕?,00:36.80,2019.11.09 10:06:44,2019.11.10,第四週
18位,槍擊士,蒼瑩,00:41.50,2019.11.09 16:41:40,2019.11.10,第四週
18位,力士,紫楓凜,00:45.10,2019.11.07 11:48:28,2019.11.10,第四週
18位,刺客,Aeyko,00:51.40,2019.11.07 23:53:38,2019.11.10,第四週
18位,弓箭手,O奔波兒灞O,00:55.0,2019.11.08 07:06:54,2019.11.10,第四週
18位,乾坤士,楓御千代,01:01.60,2019.11.08 22:35:16,2019.11.10,第四週
19位,劍士,整天想死的魚,00:13.70,2019.11.09 09:21:49,2019.11.10,第四週
19位,拳士,欣月,00:26.70,2019.11.07 16:34:13,2019.11.10,第四週
19位,召喚師,WinTeR?夢,00:28.0,2019.11.07 21:19:04,2019.11.10,第四週
19位,咒術師,?妮妮,00:29.0,2019.11.08 23:37:07,2019.11.10,第四週
19位,鬥士,一品入神,00:29.20,2019.11.06 20:56:18,2019.11.10,第四週
19位,燐劍士,?秋白,00:38.10,2019.11.07 18:35:14,2019.11.10,第四週
19位,氣功士,尹心兒,00:39.40,2019.11.08 18:55:23,2019.11.10,第四週
19位,槍擊士,清眸,00:42.40,2019.11.10 00:35:42,2019.11.10,第四週
19位,力士,臻楓,00:45.40,2019.11.06 20:48:33,2019.11.10,第四週
19位,刺客,淨鳴,00:52.60,2019.11.09 17:24:11,2019.11.10,第四週
19位,弓箭手,Q蔥花Q,00:55.10,2019.11.08 15:42:50,2019.11.10,第四週
19位,乾坤士,微雨?不思,01:01.60,2019.11.09 21:54:01,2019.11.10,第四週
20位,劍士,一窺葉而知秋,00:14.20,2019.11.07 02:05:02,2019.11.10,第四週
20位,拳士,雅夜,00:27.50,2019.11.07 22:47:13,2019.11.10,第四週
20位,召喚師,皓呆魯,00:28.50,2019.11.06 22:10:11,2019.11.10,第四週
20位,咒術師,娜伍思嘉,00:29.70,2019.11.09 17:15:36,2019.11.10,第四週
20位,鬥士,愉?,00:29.80,2019.11.08 00:05:04,2019.11.10,第四週
20位,燐劍士,靜畫扇,00:39.0,2019.11.07 10:43:28,2019.11.10,第四週
20位,氣功士,丹妮莉絲卡麗熙,00:40.20,2019.11.10 01:59:37,2019.11.10,第四週
20位,槍擊士,左線預備o右線預備,00:43.10,2019.11.09 19:21:48,2019.11.10,第四週
20位,力士,八木俊典?,00:45.60,2019.11.10 00:18:58,2019.11.10,第四週
20位,刺客,墨淺伊?,00:52.80,2019.11.06 17:13:02,2019.11.10,第四週
20位,弓箭手,老娘錢多開豐田錢少開寶馬,00:56.40,2019.11.06 17:06:43,2019.11.10,第四週
20位,乾坤士,沫鈴雨,01:08.70,2019.11.08 00:20:51,2019.11.10,第四週
21位,劍士,小多?,00:15.20,2019.11.07 03:42:05,2019.11.10,第四週
21位,拳士,咖啡凍鮮奶茶,00:28.0,2019.11.08 21:28:00,2019.11.10,第四週
21位,鬥士,肆傑?,00:31.0,2019.11.08 20:59:52,2019.11.10,第四週
21位,召喚師,起司喵喵,00:31.60,2019.11.10 03:00:28,2019.11.10,第四週
21位,咒術師,夏雨筠,00:33.90,2019.11.07 20:37:14,2019.11.10,第四週
21位,燐劍士,巴瑞歐?,00:39.30,2019.11.09 14:27:12,2019.11.10,第四週
21位,氣功士,?Vanessa?,00:40.40,2019.11.09 22:05:24,2019.11.10,第四週
21位,槍擊士,丰筠,00:43.70,2019.11.07 14:53:30,2019.11.10,第四週
21位,力士,?嗯?,00:45.80,2019.11.08 22:43:57,2019.11.10,第四週
21位,刺客,似若水無痕,00:53.40,2019.11.09 13:04:07,2019.11.10,第四週
21位,弓箭手,科黛,00:58.50,2019.11.06 22:10:32,2019.11.10,第四週
21位,乾坤士,沁藍,01:10.80,2019.11.09 01:55:08,2019.11.10,第四週
22位,劍士,九軍?,00:15.20,2019.11.09 10:06:45,2019.11.10,第四週
22位,拳士,吾生愿牽?,00:30.90,2019.11.09 01:14:13,2019.11.10,第四週
22位,鬥士,微笑小剎剎,00:31.40,2019.11.08 04:04:18,2019.11.10,第四週
22位,召喚師,加沐,00:32.20,2019.11.07 20:07:45,2019.11.10,第四週
22位,咒術師,無盡闇夜,00:34.30,2019.11.06 19:16:51,2019.11.10,第四週
22位,氣功士,CoffeeYo,00:41.20,2019.11.06 14:50:16,2019.11.10,第四週
22位,燐劍士,怡然游走,00:42.10,2019.11.07 04:48:58,2019.11.10,第四週
22位,力士,玄煌破?陣,00:46.40,2019.11.07 22:13:02,2019.11.10,第四週
22位,槍擊士,啾蹦蹦,00:47.0,2019.11.07 02:52:59,2019.11.10,第四週
22位,刺客,霸氣雲天,00:54.40,2019.11.08 21:52:53,2019.11.10,第四週
22位,弓箭手,Tedio,00:58.60,2019.11.08 14:04:21,2019.11.10,第四週
22位,乾坤士,風秤觴,01:11.90,2019.11.09 00:30:02,2019.11.10,第四週
23位,劍士,狂眾,00:15.80,2019.11.07 19:37:07,2019.11.10,第四週
23位,鬥士,煙花玲,00:31.50,2019.11.09 22:46:33,2019.11.10,第四週
23位,拳士,微風?,00:32.10,2019.11.07 18:58:45,2019.11.10,第四週
23位,召喚師,赤瞳?,00:33.10,2019.11.06 22:26:42,2019.11.10,第四週
23位,咒術師,冰?湛藍,00:34.70,2019.11.07 16:06:49,2019.11.10,第四週
23位,氣功士,?牛牛?,00:42.0,2019.11.08 00:28:14,2019.11.10,第四週
23位,燐劍士,星山吼兒,00:42.10,2019.11.08 23:08:12,2019.11.10,第四週
23位,力士,?蛋蛋胖,00:46.40,2019.11.08 19:14:26,2019.11.10,第四週
23位,槍擊士,冰冬a囝仔?,00:48.0,2019.11.07 03:39:18,2019.11.10,第四週
23位,弓箭手,黑帝絲,00:59.90,2019.11.07 08:20:29,2019.11.10,第四週
23位,刺客,湯尼尼?,01:00.70,2019.11.06 21:56:13,2019.11.10,第四週
23位,乾坤士,雪戀歌,01:14.90,2019.11.07 20:51:27,2019.11.10,第四週
24位,劍士,淘兒,00:15.90,2019.11.06 19:13:19,2019.11.10,第四週
24位,拳士,奈伊雷特,00:33.20,2019.11.08 18:59:48,2019.11.10,第四週
24位,召喚師,米勒?,00:33.40,2019.11.08 11:22:25,2019.11.10,第四週
24位,鬥士,Me?炙焱,00:33.80,2019.11.06 19:52:09,2019.11.10,第四週
24位,咒術師,?葡萄,00:35.20,2019.11.07 01:24:36,2019.11.10,第四週
24位,燐劍士,?丸,00:43.0,2019.11.07 08:01:57,2019.11.10,第四週
24位,氣功士,CandyBoBo,00:44.80,2019.11.09 14:10:30,2019.11.10,第四週
24位,力士,吃飯用碗公,00:47.0,2019.11.08 22:15:18,2019.11.10,第四週
24位,槍擊士,?琰傾絮,00:51.30,2019.11.08 18:36:18,2019.11.10,第四週
24位,刺客,Lusa,01:00.90,2019.11.07 08:45:25,2019.11.10,第四週
24位,弓箭手,都鈺,01:01.30,2019.11.08 13:10:43,2019.11.10,第四週
24位,乾坤士,酸溜溜,01:15.50,2019.11.09 00:12:08,2019.11.10,第四週
25位,劍士,朕?,00:17.0,2019.11.06 13:46:00,2019.11.10,第四週
25位,召喚師,青碧?,00:34.0,2019.11.09 10:04:11,2019.11.10,第四週
25位,拳士,煤礦裡的黑貓,00:34.50,2019.11.06 18:34:37,2019.11.10,第四週
25位,鬥士,夏川銘,00:34.50,2019.11.08 17:44:16,2019.11.10,第四週
25位,咒術師,阿宅好宅,00:36.10,2019.11.06 20:25:46,2019.11.10,第四週
25位,燐劍士,煙雨沐歌,00:43.60,2019.11.10 05:18:23,2019.11.10,第四週
25位,氣功士,?蒼若水,00:45.40,2019.11.08 21:20:12,2019.11.10,第四週
25位,力士,幻龍痕,00:47.80,2019.11.06 18:31:30,2019.11.10,第四週
25位,槍擊士,昕暐,00:51.50,2019.11.06 20:49:00,2019.11.10,第四週
25位,刺客,聖弒,01:01.50,2019.11.07 11:52:37,2019.11.10,第四週
25位,弓箭手,軒轅瑀苵,01:02.10,2019.11.07 07:00:58,2019.11.10,第四週
25位,乾坤士,李依,01:16.90,2019.11.08 18:55:57,2019.11.10,第四週
26位,劍士,Psyche小安,00:17.10,2019.11.09 01:23:17,2019.11.10,第四週
26位,召喚師,?玥凝雪,00:34.0,2019.11.09 15:45:36,2019.11.10,第四週
26位,拳士,幻溟弒閻,00:34.50,2019.11.07 16:39:14,2019.11.10,第四週
26位,咒術師,脆皮巧克力,00:37.50,2019.11.08 23:50:53,2019.11.10,第四週
26位,鬥士,昊沄,00:38.70,2019.11.07 20:58:13,2019.11.10,第四週
26位,燐劍士,萌言萌語,00:43.80,2019.11.06 23:14:00,2019.11.10,第四週
26位,氣功士,?LiBeRTY?,00:46.90,2019.11.09 19:12:57,2019.11.10,第四週
26位,力士,黑糖可頌o巴勒,00:48.10,2019.11.08 10:29:47,2019.11.10,第四週
26位,槍擊士,卡魯秋,00:53.20,2019.11.06 20:26:09,2019.11.10,第四週
26位,刺客,米娜瓦,01:02.80,2019.11.09 18:23:21,2019.11.10,第四週
