名次,職業,角色名稱,討伐完成時間,記錄更新時間,結算日期,週次
4位,召喚師,庫洛司,00:23.80,2019.10.23 16:03:29,2019.10.24,第二週
4位,弓箭手,?拉媞琺,00:26.0,2019.10.23 18:30:22,2019.10.24,第二週
4位,燐劍士,喬寶?,00:28.50,2019.10.23 23:36:15,2019.10.24,第二週
4位,力士,孤?,00:31.70,2019.10.23 20:50:51,2019.10.24,第二週
4位,刺客,狄世,00:36.40,2019.10.24 01:18:33,2019.10.24,第二週
4位,乾坤士,蕭墨染,00:45.30,2019.10.23 17:31:38,2019.10.24,第二週
5位,劍士,Sazabi,00:11.70,2019.10.23 22:47:42,2019.10.24,第二週
5位,拳士,班尼菈,00:12.90,2019.10.23 23:06:17,2019.10.24,第二週
5位,鬥士,?波克比,00:13.70,2019.10.23 20:20:34,2019.10.24,第二週
5位,氣功士,空拍,00:17.60,2019.10.24 01:02:29,2019.10.24,第二週
5位,槍擊士,Woof?,00:21.80,2019.10.23 23:08:39,2019.10.24,第二週
5位,咒術師,菈菈唲,00:22.60,2019.10.23 20:25:15,2019.10.24,第二週
5位,召喚師,神龍?,00:24.0,2019.10.23 21:24:41,2019.10.24,第二週
5位,弓箭手,哈庫菈瑪躂躂,00:28.20,2019.10.24 03:12:31,2019.10.24,第二週
5位,力士,藏鱷,00:31.80,2019.10.23 18:23:19,2019.10.24,第二週
5位,燐劍士,?幻熾,00:33.80,2019.10.23 21:37:11,2019.10.24,第二週
5位,刺客,JusticeMem,00:42.50,2019.10.23 21:12:11,2019.10.24,第二週
5位,乾坤士,青蘋芙姬,00:45.60,2019.10.23 23:50:18,2019.10.24,第二週
6位,劍士,緋穆晨芯?,00:13.10,2019.10.23 23:39:10,2019.10.24,第二週
6位,拳士,Yeon誠,00:14.20,2019.10.23 20:18:12,2019.10.24,第二週
6位,鬥士,青壇Xcandy,00:16.10,2019.10.23 20:57:21,2019.10.24,第二週
6位,氣功士,HanShuang,00:19.70,2019.10.24 03:59:38,2019.10.24,第二週
6位,咒術師,咚踏取蜜,00:22.90,2019.10.23 23:30:53,2019.10.24,第二週
6位,槍擊士,?青羽梟,00:23.60,2019.10.24 00:49:06,2019.10.24,第二週
6位,召喚師,?艾比醬,00:26.50,2019.10.23 15:20:58,2019.10.24,第二週
6位,弓箭手,東京靄靄斜陽云,00:30.50,2019.10.24 00:29:56,2019.10.24,第二週
6位,力士,黑雪幸,00:32.70,2019.10.24 01:28:03,2019.10.24,第二週
6位,燐劍士,易利信,00:35.30,2019.10.23 21:12:00,2019.10.24,第二週
6位,刺客,新手惹人愛,00:42.50,2019.10.24 05:19:09,2019.10.24,第二週
6位,乾坤士,凌紅兒,00:46.20,2019.10.23 22:37:59,2019.10.24,第二週
7位,劍士,葛清霏,00:13.60,2019.10.24 00:23:21,2019.10.24,第二週
7位,拳士,金木涼,00:15.10,2019.10.23 23:45:49,2019.10.24,第二週
7位,鬥士,別讓羊叔叔輸出,00:18.30,2019.10.23 21:21:06,2019.10.24,第二週
7位,咒術師,?妍,00:23.60,2019.10.23 15:56:20,2019.10.24,第二週
7位,召喚師,紗兒的小豬豬,00:29.0,2019.10.24 02:10:04,2019.10.24,第二週
7位,槍擊士,古洛,00:31.30,2019.10.23 13:50:36,2019.10.24,第二週
7位,氣功士,?小肥鏡,00:31.60,2019.10.23 21:19:16,2019.10.24,第二週
7位,力士,出手不留情,00:34.30,2019.10.23 23:32:41,2019.10.24,第二週
7位,弓箭手,神?,00:35.20,2019.10.24 03:33:16,2019.10.24,第二週
7位,燐劍士,煙雨沐歌,00:36.10,2019.10.24 03:36:31,2019.10.24,第二週
7位,刺客,宇佐見蓮子,00:49.20,2019.10.24 01:55:34,2019.10.24,第二週
7位,乾坤士,多麗米亞,00:55.80,2019.10.23 14:45:16,2019.10.24,第二週
8位,劍士,0660,00:15.0,2019.10.23 20:04:13,2019.10.24,第二週
8位,拳士,川榷,00:16.70,2019.10.23 13:26:23,2019.10.24,第二週
8位,鬥士,小胖次?,00:19.90,2019.10.23 21:26:56,2019.10.24,第二週
8位,咒術師,HLHope,00:24.10,2019.10.23 14:32:13,2019.10.24,第二週
8位,槍擊士,浮雲?,00:34.0,2019.10.24 03:47:05,2019.10.24,第二週
8位,力士,語芯妍,00:35.30,2019.10.24 02:09:35,2019.10.24,第二週
8位,召喚師,城堡,00:36.0,2019.10.23 19:01:43,2019.10.24,第二週
8位,弓箭手,芷湘弦?,00:36.90,2019.10.23 17:03:05,2019.10.24,第二週
8位,燐劍士,遊星躑躅,00:37.20,2019.10.23 20:22:39,2019.10.24,第二週
8位,氣功士,祅賊賊,00:41.0,2019.10.23 21:58:45,2019.10.24,第二週
8位,刺客,戕納,00:50.50,2019.10.23 13:21:51,2019.10.24,第二週
8位,乾坤士,即白,00:56.90,2019.10.23 20:54:11,2019.10.24,第二週
9位,劍士,鬼綾霄,00:16.0,2019.10.23 16:29:27,2019.10.24,第二週
9位,拳士,擋我一百招,00:17.90,2019.10.24 03:49:05,2019.10.24,第二週
9位,鬥士,?洛,00:20.90,2019.10.23 23:01:07,2019.10.24,第二週
9位,咒術師,夢醒淑芬?,00:27.60,2019.10.24 02:38:16,2019.10.24,第二週
9位,力士,胖胖空,00:35.40,2019.10.23 20:37:34,2019.10.24,第二週
9位,槍擊士,芸之?,00:36.0,2019.10.23 14:16:10,2019.10.24,第二週
9位,召喚師,冰羽毛,00:36.80,2019.10.24 00:29:26,2019.10.24,第二週
9位,燐劍士,巴瑞歐?,00:37.60,2019.10.23 12:36:23,2019.10.24,第二週
9位,氣功士,芷芸?,00:42.20,2019.10.23 17:15:13,2019.10.24,第二週
9位,弓箭手,茉娜德,00:45.90,2019.10.23 22:39:48,2019.10.24,第二週
9位,刺客,智影?,00:52.50,2019.10.23 18:45:58,2019.10.24,第二週
9位,乾坤士,喵喵蟲咖波,00:59.80,2019.10.23 22:06:56,2019.10.24,第二週
10位,劍士,淘兒,00:16.10,2019.10.23 18:40:33,2019.10.24,第二週
10位,拳士,Ruler?,00:20.50,2019.10.24 00:52:18,2019.10.24,第二週
10位,鬥士,孀笙,00:21.80,2019.10.23 22:07:49,2019.10.24,第二週
10位,咒術師,宓宣,00:28.90,2019.10.23 16:42:13,2019.10.24,第二週
10位,力士,莫知名,00:35.90,2019.10.23 20:14:31,2019.10.24,第二週
10位,槍擊士,雨天?,00:36.40,2019.10.24 02:09:12,2019.10.24,第二週
10位,召喚師,赤瞳?,00:37.30,2019.10.24 01:45:33,2019.10.24,第二週
10位,燐劍士,搖滾可可,00:38.0,2019.10.24 02:05:30,2019.10.24,第二週
10位,氣功士,Crazy南,00:44.0,2019.10.23 17:38:48,2019.10.24,第二週
10位,弓箭手,湧嵐,00:51.60,2019.10.24 01:17:02,2019.10.24,第二週
10位,刺客,淨鳴,00:59.10,2019.10.23 20:45:16,2019.10.24,第二週
10位,乾坤士,鉯禹,01:00.20,2019.10.24 01:25:55,2019.10.24,第二週
11位,劍士,你了解我的明白嗎,00:16.50,2019.10.23 21:27:47,2019.10.24,第二週
11位,拳士,拼命四狼,00:22.90,2019.10.24 01:40:10,2019.10.24,第二週
11位,鬥士,亞瑟?潘德拉貢,00:24.80,2019.10.24 02:52:26,2019.10.24,第二週
11位,咒術師,Jesus?,00:28.90,2019.10.24 00:51:13,2019.10.24,第二週
11位,槍擊士,槍?玫瑰?沁悸,00:38.40,2019.10.24 03:18:33,2019.10.24,第二週
11位,召喚師,點心?,00:38.50,2019.10.23 23:47:07,2019.10.24,第二週
11位,燐劍士,零度?,00:39.60,2019.10.24 01:21:17,2019.10.24,第二週
11位,力士,臻楓,00:44.0,2019.10.24 02:16:32,2019.10.24,第二週
11位,氣功士,?花舞鳥,00:44.40,2019.10.24 01:32:50,2019.10.24,第二週
11位,弓箭手,莉花緒凜,00:53.60,2019.10.23 20:54:15,2019.10.24,第二週
11位,刺客,Aeyko,00:59.70,2019.10.24 00:47:32,2019.10.24,第二週
11位,乾坤士,再平凡?月依舊限量版,01:01.10,2019.10.23 21:45:59,2019.10.24,第二週
12位,劍士,?村長,00:17.10,2019.10.23 19:41:19,2019.10.24,第二週
12位,拳士,聖奇諾,00:24.80,2019.10.23 23:19:25,2019.10.24,第二週
12位,鬥士,NiTaMaB,00:24.90,2019.10.23 23:42:35,2019.10.24,第二週
12位,咒術師,蘋兒?,00:32.40,2019.10.24 02:11:05,2019.10.24,第二週
12位,槍擊士,三發裝子彈,00:38.70,2019.10.23 23:23:52,2019.10.24,第二週
12位,召喚師,西西里亞,00:39.10,2019.10.23 22:29:30,2019.10.24,第二週
12位,燐劍士,柒撚懵懵,00:39.70,2019.10.23 23:44:36,2019.10.24,第二週
12位,力士,灰??,00:44.10,2019.10.23 20:34:44,2019.10.24,第二週
12位,氣功士,冷豔雪,00:44.80,2019.10.23 18:03:24,2019.10.24,第二週
12位,弓箭手,玥夜楓晴,00:54.70,2019.10.23 23:37:44,2019.10.24,第二週
12位,刺客,妲己?狐,00:59.80,2019.10.23 18:54:01,2019.10.24,第二週
12位,乾坤士,啻夜,01:02.10,2019.10.24 00:52:53,2019.10.24,第二週
13位,劍士,艾蕾歐諾拉維爾塔利亞,00:17.50,2019.10.23 18:52:59,2019.10.24,第二週
13位,拳士,欣月,00:25.70,2019.10.23 19:26:37,2019.10.24,第二週
13位,鬥士,一姝兒,00:27.20,2019.10.24 02:18:25,2019.10.24,第二週
13位,咒術師,小心我丟你,00:32.50,2019.10.23 14:40:40,2019.10.24,第二週
13位,召喚師,冰欣玥,00:39.10,2019.10.24 01:02:37,2019.10.24,第二週
13位,燐劍士,?秋白,00:40.90,2019.10.23 20:23:05,2019.10.24,第二週
13位,槍擊士,?琰傾絮,00:42.30,2019.10.23 16:34:19,2019.10.24,第二週
13位,氣功士,神?優?,00:45.60,2019.10.23 19:44:28,2019.10.24,第二週
13位,力士,米開朗基羅?蒼,00:47.30,2019.10.24 01:34:03,2019.10.24,第二週
13位,弓箭手,梨花?,00:55.10,2019.10.23 21:11:42,2019.10.24,第二週
13位,刺客,椎名雪,01:00.50,2019.10.23 18:57:13,2019.10.24,第二週
13位,乾坤士,丰芸兒,01:02.50,2019.10.23 18:45:50,2019.10.24,第二週
14位,劍士,狪狪,00:18.20,2019.10.23 11:07:48,2019.10.24,第二週
14位,鬥士,檸小若,00:28.20,2019.10.23 12:43:26,2019.10.24,第二週
14位,拳士,月光琵琶曲,00:31.0,2019.10.23 16:26:27,2019.10.24,第二週
14位,咒術師,?妮妮,00:35.20,2019.10.24 03:05:12,2019.10.24,第二週
14位,召喚師,財財儿,00:39.90,2019.10.23 13:13:33,2019.10.24,第二週
14位,燐劍士,小狂妄?,00:40.90,2019.10.24 02:45:27,2019.10.24,第二週
14位,槍擊士,伊澤那,00:43.10,2019.10.23 11:18:21,2019.10.24,第二週
14位,氣功士,天璇?,00:45.80,2019.10.23 20:09:09,2019.10.24,第二週
14位,力士,黑糖可頌o巴勒,00:48.0,2019.10.23 11:23:37,2019.10.24,第二週
14位,弓箭手,寂靜子?,00:56.50,2019.10.23 20:16:55,2019.10.24,第二週
14位,刺客,kapana,01:00.80,2019.10.23 20:55:06,2019.10.24,第二週
14位,乾坤士,沫鈴雨,01:05.30,2019.10.23 21:30:20,2019.10.24,第二週
15位,劍士,?貓貓,00:19.30,2019.10.23 19:31:57,2019.10.24,第二週
15位,鬥士,楊宵,00:28.90,2019.10.23 11:59:37,2019.10.24,第二週
15位,拳士,?尼尼,00:31.60,2019.10.23 21:16:51,2019.10.24,第二週
15位,咒術師,海膽泡麵,00:37.20,2019.10.23 12:44:39,2019.10.24,第二週
15位,召喚師,Shuboo,00:40.40,2019.10.24 02:21:50,2019.10.24,第二週
15位,燐劍士,青陌?,00:41.10,2019.10.24 01:46:02,2019.10.24,第二週
15位,槍擊士,蒼瑩,00:43.30,2019.10.23 18:55:11,2019.10.24,第二週
15位,氣功士,Shary?,00:47.90,2019.10.23 23:40:03,2019.10.24,第二週
15位,力士,紫楓凜,00:48.50,2019.10.23 11:22:08,2019.10.24,第二週
15位,弓箭手,嫣雨晴,00:57.40,2019.10.23 18:51:36,2019.10.24,第二週
15位,刺客,不夠,01:01.30,2019.10.24 01:12:19,2019.10.24,第二週
15位,乾坤士,風秤觴,01:11.50,2019.10.24 00:35:16,2019.10.24,第二週
16位,劍士,月隱?,00:21.10,2019.10.24 01:19:55,2019.10.24,第二週
16位,鬥士,醬醬爆,00:31.50,2019.10.23 20:56:14,2019.10.24,第二週
16位,拳士,諾羽,00:33.80,2019.10.23 21:30:59,2019.10.24,第二週
16位,咒術師,冰?湛藍,00:37.80,2019.10.23 23:04:19,2019.10.24,第二週
16位,召喚師,蘿水三千只取一瓢飲,00:41.20,2019.10.24 01:14:34,2019.10.24,第二週
16位,燐劍士,孤蘇埕外含三次,00:42.0,2019.10.23 19:27:28,2019.10.24,第二週
16位,氣功士,幽明靜心,00:48.50,2019.10.24 01:24:48,2019.10.24,第二週
16位,力士,非洲肯尼亞的負二代,00:49.70,2019.10.23 19:15:33,2019.10.24,第二週
16位,槍擊士,凌羽兒,00:49.70,2019.10.24 04:48:11,2019.10.24,第二週
16位,弓箭手,千??,01:00.60,2019.10.23 19:57:28,2019.10.24,第二週
16位,刺客,柳生影羽,01:02.20,2019.10.23 23:11:05,2019.10.24,第二週
16位,乾坤士,李依,01:20.0,2019.10.23 19:25:33,2019.10.24,第二週
17位,劍士,葉楓天,00:21.80,2019.10.23 22:43:57,2019.10.24,第二週
17位,鬥士,小八o姈,00:34.0,2019.10.23 19:32:43,2019.10.24,第二週
17位,拳士,吾生愿牽?,00:34.10,2019.10.24 02:03:30,2019.10.24,第二週
17位,咒術師,脆皮巧克力,00:38.0,2019.10.23 12:11:42,2019.10.24,第二週
17位,召喚師,Bubbles?泡泡,00:41.50,2019.10.23 23:49:49,2019.10.24,第二週
17位,燐劍士,來砍我?,00:42.60,2019.10.23 12:38:32,2019.10.24,第二週
17位,氣功士,丹妮莉絲卡麗熙,00:49.0,2019.10.24 00:42:44,2019.10.24,第二週
17位,力士,染?香?,00:50.10,2019.10.23 19:35:43,2019.10.24,第二週
17位,槍擊士,茶?,00:50.50,2019.10.23 19:35:40,2019.10.24,第二週
17位,弓箭手,阿爾特彌斯,01:02.10,2019.10.23 19:08:12,2019.10.24,第二週
17位,刺客,櫻雪魅影,01:05.80,2019.10.23 17:00:45,2019.10.24,第二週
17位,乾坤士,楓御千代,01:20.30,2019.10.23 23:27:09,2019.10.24,第二週
18位,劍士,劍刺無雙,00:21.90,2019.10.23 12:15:28,2019.10.24,第二週
18位,拳士,尹莿俐?,00:36.60,2019.10.23 19:22:11,2019.10.24,第二週
18位,鬥士,惡魔奶娃,00:36.90,2019.10.23 14:36:56,2019.10.24,第二週
18位,咒術師,無盡闇夜,00:38.0,2019.10.23 19:27:12,2019.10.24,第二週
18位,召喚師,Sinuatum?,00:41.60,2019.10.23 21:30:08,2019.10.24,第二週
18位,燐劍士,異性只為繁衍後代?,00:43.10,2019.10.23 16:47:29,2019.10.24,第二週
18位,氣功士,韓墨,00:50.30,2019.10.24 00:59:44,2019.10.24,第二週
18位,槍擊士,啾蹦蹦,00:53.0,2019.10.24 00:14:59,2019.10.24,第二週
18位,力士,老甕OuO,00:53.50,2019.10.23 18:12:02,2019.10.24,第二週
18位,弓箭手,Q蔥花Q,01:02.20,2019.10.23 21:03:03,2019.10.24,第二週
18位,刺客,夜悠,01:09.50,2019.10.24 03:21:17,2019.10.24,第二週
18位,乾坤士,沐雲汐,01:21.50,2019.10.23 20:51:29,2019.10.24,第二週
19位,劍士,紫戀妮霓,00:22.10,2019.10.23 21:04:22,2019.10.24,第二週
19位,拳士,笨狗?,00:36.90,2019.10.23 23:18:50,2019.10.24,第二週
19位,鬥士,一品入神,00:37.0,2019.10.23 18:54:17,2019.10.24,第二週
19位,咒術師,娜伍思嘉,00:38.80,2019.10.23 23:40:46,2019.10.24,第二週
19位,召喚師,羽熙?歐吼OvOb,00:41.90,2019.10.23 16:24:34,2019.10.24,第二週
19位,燐劍士,大菠蘿乂,00:43.60,2019.10.23 18:55:29,2019.10.24,第二週
19位,氣功士,咕?,00:52.20,2019.10.23 19:51:33,2019.10.24,第二週
19位,力士,JASON,00:54.10,2019.10.23 17:49:13,2019.10.24,第二週
19位,槍擊士,丰筠,00:54.50,2019.10.23 20:00:33,2019.10.24,第二週
19位,弓箭手,冬彌南次郎,01:05.40,2019.10.23 20:59:51,2019.10.24,第二週
19位,刺客,米娜瓦,01:10.40,2019.10.23 21:47:15,2019.10.24,第二週
19位,乾坤士,傲嬌雨,01:23.50,2019.10.23 12:28:12,2019.10.24,第二週
20位,劍士,陽?,00:22.30,2019.10.23 20:07:31,2019.10.24,第二週
20位,拳士,炬?,00:37.0,2019.10.23 20:53:59,2019.10.24,第二週
20位,鬥士,熬夜不好建議通宵,00:37.20,2019.10.23 20:08:35,2019.10.24,第二週
20位,咒術師,阿宅好宅,00:40.30,2019.10.23 20:01:54,2019.10.24,第二週
20位,召喚師,小姐姐?,00:42.70,2019.10.23 12:56:05,2019.10.24,第二週
20位,燐劍士,唷齁?,00:44.90,2019.10.23 15:03:53,2019.10.24,第二週
20位,氣功士,友倫嚕嚕,00:53.0,2019.10.24 01:22:52,2019.10.24,第二週
20位,力士,幻龍痕,00:54.90,2019.10.23 18:54:26,2019.10.24,第二週
20位,槍擊士,清眸,00:56.50,2019.10.23 22:24:05,2019.10.24,第二週
20位,弓箭手,Calibra,01:05.80,2019.10.24 02:43:02,2019.10.24,第二週
20位,刺客,凋羽,01:11.90,2019.10.23 23:02:35,2019.10.24,第二週
20位,乾坤士,酸溜溜,01:24.50,2019.10.23 23:08:45,2019.10.24,第二週
21位,劍士,狂眾,00:22.30,2019.10.23 22:49:51,2019.10.24,第二週
21位,拳士,?小肥瓜,00:37.10,2019.10.24 01:29:11,2019.10.24,第二週
21位,鬥士,阿剎弭?,00:39.60,2019.10.24 00:51:31,2019.10.24,第二週
21位,咒術師,紫格格,00:42.80,2019.10.24 01:24:02,2019.10.24,第二週
21位,召喚師,加沐,00:42.80,2019.10.23 23:41:16,2019.10.24,第二週
21位,燐劍士,怡然游走,00:46.0,2019.10.24 04:40:46,2019.10.24,第二週
21位,氣功士,美人櫻,00:53.60,2019.10.23 16:56:54,2019.10.24,第二週
21位,力士,只愛北鼻,00:55.0,2019.10.23 18:52:20,2019.10.24,第二週
21位,槍擊士,我愛阿樂,00:59.70,2019.10.23 17:17:54,2019.10.24,第二週
21位,弓箭手,十大bug,01:10.80,2019.10.23 23:21:19,2019.10.24,第二週
21位,刺客,霸氣雲天,01:12.30,2019.10.23 21:00:43,2019.10.24,第二週
21位,乾坤士,NifPriskilla,01:25.90,2019.10.23 22:15:47,2019.10.24,第二週
22位,劍士,既分高下也決生死,00:22.40,2019.10.23 22:27:28,2019.10.24,第二週
22位,拳士,幻溟弒閻,00:37.40,2019.10.23 17:06:10,2019.10.24,第二週
22位,鬥士,昊沄,00:41.70,2019.10.23 12:27:28,2019.10.24,第二週
22位,召喚師,MissXuan,00:42.90,2019.10.23 16:39:57,2019.10.24,第二週
22位,咒術師,焦糖烤布蕾?,00:45.0,2019.10.23 18:37:13,2019.10.24,第二週
22位,燐劍士,?醒?分,00:46.60,2019.10.23 21:55:19,2019.10.24,第二週
22位,氣功士,小蝸愛吃燒肉飯,00:54.10,2019.10.24 00:39:30,2019.10.24,第二週
22位,力士,Chu?起司棒,00:55.0,2019.10.23 23:27:01,2019.10.24,第二週
22位,槍擊士,花傲雪,01:00.10,2019.10.23 21:20:42,2019.10.24,第二週
22位,弓箭手,木瓜南瓜洋香瓜,01:12.10,2019.10.24 02:24:39,2019.10.24,第二週
22位,刺客,?水水布蕾?,01:13.0,2019.10.24 00:14:27,2019.10.24,第二週
22位,乾坤士,珺澄,01:36.30,2019.10.23 17:05:18,2019.10.24,第二週
23位,劍士,璇玥?,00:23.40,2019.10.23 18:02:39,2019.10.24,第二週
23位,拳士,伊璃?,00:37.70,2019.10.23 18:31:27,2019.10.24,第二週
23位,鬥士,哦齁?,00:43.10,2019.10.23 12:34:08,2019.10.24,第二週
23位,召喚師,小甜餅ouo,00:43.60,2019.10.23 22:12:49,2019.10.24,第二週
23位,咒術師,伝野?,00:46.40,2019.10.23 19:43:32,2019.10.24,第二週
23位,燐劍士,飛沙風中轉,00:47.10,2019.10.23 20:42:07,2019.10.24,第二週
23位,氣功士,寒暑六訣翠蘿寒,00:55.50,2019.10.23 19:35:11,2019.10.24,第二週
23位,力士,娜寶,00:57.20,2019.10.23 22:56:30,2019.10.24,第二週
23位,槍擊士,巫北帕,01:05.20,2019.10.24 00:48:21,2019.10.24,第二週
23位,弓箭手,蕭憶情,01:12.40,2019.10.23 21:32:38,2019.10.24,第二週
23位,刺客,墨淺伊?,01:15.0,2019.10.23 18:32:49,2019.10.24,第二週
23位,乾坤士,向宇宙下訂單逼逼,01:37.80,2019.10.24 01:43:18,2019.10.24,第二週
24位,劍士,誰?,00:24.10,2019.10.23 22:14:50,2019.10.24,第二週
24位,拳士,野比大熊,00:38.30,2019.10.23 23:50:26,2019.10.24,第二週
24位,召喚師,evach,00:43.90,2019.10.23 15:49:05,2019.10.24,第二週
24位,鬥士,小?囡囡,00:43.90,2019.10.23 12:14:56,2019.10.24,第二週
24位,咒術師,嘎月月?,00:46.60,2019.10.24 02:50:11,2019.10.24,第二週
24位,燐劍士,星山吼兒,00:49.70,2019.10.23 19:15:11,2019.10.24,第二週
24位,氣功士,澐綰紗?,00:56.60,2019.10.23 15:47:49,2019.10.24,第二週
24位,力士,華啟萊,00:59.30,2019.10.23 21:05:54,2019.10.24,第二週
24位,槍擊士,叔叔喜歡門關起來射兩下,01:07.30,2019.10.23 19:00:35,2019.10.24,第二週
24位,弓箭手,?情,01:12.60,2019.10.23 20:27:41,2019.10.24,第二週
24位,刺客,ShenFan,01:15.80,2019.10.23 21:36:43,2019.10.24,第二週
24位,乾坤士,激?白毛,01:38.10,2019.10.24 03:01:29,2019.10.24,第二週
25位,劍士,薰薰子,00:24.50,2019.10.23 17:57:03,2019.10.24,第二週
25位,拳士,煤礦裡的黑貓,00:38.50,2019.10.23 18:57:24,2019.10.24,第二週
25位,召喚師,?球仔King,00:44.0,2019.10.23 19:30:43,2019.10.24,第二週
25位,鬥士,煙花玲,00:45.40,2019.10.23 16:48:18,2019.10.24,第二週
25位,咒術師,司空青崳,00:47.80,2019.10.23 19:44:06,2019.10.24,第二週
25位,燐劍士,伊薩靖,00:50.10,2019.10.24 03:12:24,2019.10.24,第二週
25位,氣功士,洪爺?,00:56.60,2019.10.23 18:58:52,2019.10.24,第二週
25位,力士,奴小小,00:59.60,2019.10.23 20:36:58,2019.10.24,第二週
25位,槍擊士,皮030蛋,01:08.10,2019.10.23 13:16:34,2019.10.24,第二週
25位,弓箭手,你為什麼這麼熟練阿,01:15.0,2019.10.23 11:43:56,2019.10.24,第二週
25位,刺客,夢之碎片,01:18.0,2019.10.23 21:53:00,2019.10.24,第二週
25位,乾坤士,人偶姐姐,01:38.80,2019.10.23 13:45:53,2019.10.24,第二週
26位,劍士,花生魷,00:25.40,2019.10.23 22:00:17,2019.10.24,第二週
26位,拳士,咖啡凍鮮奶茶,00:38.50,2019.10.23 20:27:47,2019.10.24,第二週
26位,鬥士,Skr辣台妹騷底,00:45.60,2019.10.23 22:54:22,2019.10.24,第二週
26位,召喚師,夜不能寐,00:45.90,2019.10.23 12:11:40,2019.10.24,第二週
26位,燐劍士,阿不就好慢慢,00:50.20,2019.10.24 01:13:56,2019.10.24,第二週
26位,咒術師,橘子薄荷蘇打,00:50.40,2019.10.23 18:55:39,2019.10.24,第二週
26位,氣功士,尹心兒,00:56.90,2019.10.23 18:07:01,2019.10.24,第二週
26位,力士,飛腸杏韻,01:03.20,2019.10.24 00:47:37,2019.10.24,第二週
