名次,職業,角色名稱,討伐完成時間,記錄更新時間,結算日期,週次
6位,咒術師,HLHope,00:18.30,2019.11.01 11:46:40,2019.11.02,第三週
6位,弓箭手,哈庫菈瑪躂躂,00:26.0,2019.11.01 21:01:27,2019.11.02,第三週
6位,燐劍士,鮮奶茶?,00:26.90,2019.11.01 23:48:22,2019.11.02,第三週
6位,召喚師,?艾比醬,00:27.10,2019.11.01 10:31:03,2019.11.02,第三週
6位,力士,芭蒂亞,00:29.10,2019.10.31 00:57:11,2019.11.02,第三週
6位,槍擊士,?小肥?,00:31.90,2019.11.01 17:15:37,2019.11.02,第三週
6位,刺客,兔寶?,00:38.60,2019.11.01 12:54:02,2019.11.02,第三週
6位,乾坤士,青蘋芙姬,00:44.80,2019.11.01 20:15:03,2019.11.02,第三週
7位,劍士,BestJnK,00:13.0,2019.10.31 22:13:46,2019.11.02,第三週
7位,拳士,得罪了方丈還敢跑,00:13.70,2019.11.01 18:54:19,2019.11.02,第三週
7位,鬥士,洛碧虛,00:16.70,2019.10.31 09:06:15,2019.11.02,第三週
7位,氣功士,昊晟,00:18.20,2019.10.30 21:27:03,2019.11.02,第三週
7位,咒術師,低調?睡?,00:20.20,2019.10.30 16:48:33,2019.11.02,第三週
7位,燐劍士,HunterMNY,00:28.30,2019.10.30 20:50:31,2019.11.02,第三週
7位,弓箭手,?緋雨,00:28.30,2019.10.31 01:35:40,2019.11.02,第三週
7位,召喚師,蘿水三千只取一瓢飲,00:28.40,2019.10.30 18:46:04,2019.11.02,第三週
7位,力士,胖胖空,00:30.10,2019.10.31 23:25:48,2019.11.02,第三週
7位,槍擊士,Hsiu羽,00:32.40,2019.10.30 18:30:00,2019.11.02,第三週
7位,刺客,紫星夜影,00:39.10,2019.10.30 17:38:19,2019.11.02,第三週
7位,乾坤士,克克星,00:44.90,2019.10.30 21:19:36,2019.11.02,第三週
8位,劍士,九軍?,00:13.10,2019.10.30 16:09:00,2019.11.02,第三週
8位,拳士,Yeon誠,00:14.50,2019.10.31 19:08:37,2019.11.02,第三週
8位,鬥士,侍乂,00:18.40,2019.10.30 11:46:28,2019.11.02,第三週
8位,咒術師,?妍,00:21.40,2019.10.31 17:45:31,2019.11.02,第三週
8位,氣功士,?小肥鏡,00:27.30,2019.11.01 23:22:10,2019.11.02,第三週
8位,弓箭手,神?,00:29.90,2019.11.01 16:59:57,2019.11.02,第三週
8位,召喚師,羽熙?歐吼OvOb,00:30.10,2019.11.01 16:32:49,2019.11.02,第三週
8位,力士,西狼GOOD?桃,00:30.80,2019.10.30 22:34:25,2019.11.02,第三週
8位,燐劍士,遊星躑躅,00:32.0,2019.10.30 22:16:23,2019.11.02,第三週
8位,槍擊士,英靈?,00:34.90,2019.10.30 16:38:53,2019.11.02,第三週
8位,刺客,鬼迷神疑?,00:39.30,2019.11.01 23:56:58,2019.11.02,第三週
8位,乾坤士,小?希,00:44.90,2019.11.01 22:23:58,2019.11.02,第三週
9位,劍士,整天想死的魚,00:13.20,2019.11.01 22:22:20,2019.11.02,第三週
9位,拳士,川榷,00:14.70,2019.11.01 16:48:30,2019.11.02,第三週
9位,鬥士,龍龍55,00:18.60,2019.10.30 22:56:03,2019.11.02,第三週
9位,咒術師,菈菈唲,00:21.60,2019.11.01 21:08:54,2019.11.02,第三週
9位,氣功士,天璇?,00:28.60,2019.10.30 19:17:54,2019.11.02,第三週
9位,召喚師,向日葵自走砲,00:30.80,2019.10.30 19:26:41,2019.11.02,第三週
9位,力士,黑雪幸,00:31.70,2019.11.01 22:25:48,2019.11.02,第三週
9位,燐劍士,柒撚懵懵,00:32.10,2019.10.31 21:20:37,2019.11.02,第三週
9位,槍擊士,冰冬a囝仔?,00:35.50,2019.11.02 03:28:16,2019.11.02,第三週
9位,弓箭手,茉娜德,00:37.50,2019.11.01 09:55:34,2019.11.02,第三週
9位,刺客,黑夜侵襲?,00:43.60,2019.10.31 19:58:16,2019.11.02,第三週
9位,乾坤士,Lukaaaa,00:45.60,2019.11.02 00:10:59,2019.11.02,第三週
10位,劍士,云淡?,00:13.50,2019.10.31 21:35:02,2019.11.02,第三週
10位,拳士,擋我一百招,00:16.20,2019.10.30 23:44:39,2019.11.02,第三週
10位,鬥士,小胖次?,00:19.80,2019.10.30 20:07:15,2019.11.02,第三週
10位,咒術師,小雨璃,00:24.40,2019.11.01 14:15:10,2019.11.02,第三週
10位,氣功士,o寒江雪o,00:29.20,2019.10.30 16:16:42,2019.11.02,第三週
10位,召喚師,冰欣玥,00:31.90,2019.10.30 20:50:18,2019.11.02,第三週
10位,燐劍士,?秋白,00:34.10,2019.10.31 21:57:18,2019.11.02,第三週
10位,力士,小高冷?,00:35.80,2019.11.01 02:48:30,2019.11.02,第三週
10位,槍擊士,雨天?,00:36.20,2019.11.02 02:42:27,2019.11.02,第三週
10位,弓箭手,宸昀,00:40.10,2019.11.01 18:53:04,2019.11.02,第三週
10位,刺客,JusticeMem,00:43.60,2019.10.31 21:10:22,2019.11.02,第三週
10位,乾坤士,凌紅兒,00:46.40,2019.10.30 22:15:18,2019.11.02,第三週
11位,劍士,同性才是人間真愛?,00:14.30,2019.11.01 15:19:53,2019.11.02,第三週
11位,拳士,Ruler?,00:21.50,2019.11.02 01:26:41,2019.11.02,第三週
11位,鬥士,亞瑟?潘德拉貢,00:21.80,2019.10.31 19:32:18,2019.11.02,第三週
11位,咒術師,?緋雨,00:24.90,2019.10.30 22:51:05,2019.11.02,第三週
11位,氣功士,芷芸?,00:30.80,2019.10.31 02:35:51,2019.11.02,第三週
11位,召喚師,Cute綺綺o,00:32.0,2019.10.31 22:24:12,2019.11.02,第三週
11位,燐劍士,青陌?,00:34.60,2019.11.01 20:15:29,2019.11.02,第三週
11位,力士,蜜蜂哥哥,00:35.90,2019.10.31 22:13:55,2019.11.02,第三週
11位,槍擊士,古洛,00:37.90,2019.10.31 14:09:21,2019.11.02,第三週
11位,弓箭手,魔徒,00:41.40,2019.10.30 14:36:26,2019.11.02,第三週
11位,刺客,戕納,00:43.90,2019.10.30 16:40:43,2019.11.02,第三週
11位,乾坤士,百裂肉球,00:47.0,2019.11.01 04:01:17,2019.11.02,第三週
12位,劍士,鬼綾霄,00:14.50,2019.10.30 16:18:27,2019.11.02,第三週
12位,拳士,Yuan爻,00:21.90,2019.10.30 11:51:51,2019.11.02,第三週
12位,鬥士,NiTaMaB,00:23.80,2019.11.01 19:32:50,2019.11.02,第三週
12位,咒術師,上官湘玲,00:24.90,2019.10.31 02:37:51,2019.11.02,第三週
12位,召喚師,?玥凝雪,00:32.10,2019.11.01 11:30:59,2019.11.02,第三週
12位,氣功士,?花舞鳥,00:32.20,2019.11.01 22:32:02,2019.11.02,第三週
12位,燐劍士,小狂妄?,00:34.60,2019.11.02 03:10:52,2019.11.02,第三週
12位,力士,紫楓凜,00:36.20,2019.10.30 12:41:37,2019.11.02,第三週
12位,槍擊士,欣欣?,00:38.80,2019.10.30 23:30:07,2019.11.02,第三週
12位,弓箭手,阿爾特彌斯,00:42.90,2019.11.02 01:13:14,2019.11.02,第三週
12位,刺客,璇兒?,00:44.10,2019.10.31 17:07:14,2019.11.02,第三週
12位,乾坤士,味噌湯?,00:48.90,2019.10.31 10:34:20,2019.11.02,第三週
13位,劍士,淘兒,00:14.70,2019.10.30 19:54:45,2019.11.02,第三週
13位,拳士,月光琵琶曲,00:21.90,2019.11.01 20:07:40,2019.11.02,第三週
13位,鬥士,楊宵,00:25.60,2019.11.01 12:44:45,2019.11.02,第三週
13位,咒術師,咚踏取蜜,00:25.90,2019.10.31 02:12:54,2019.11.02,第三週
13位,召喚師,小彌?,00:32.10,2019.11.01 20:31:10,2019.11.02,第三週
13位,氣功士,無關愛情,00:33.10,2019.11.01 01:54:23,2019.11.02,第三週
13位,力士,出手不留情,00:36.20,2019.10.30 13:18:17,2019.11.02,第三週
13位,燐劍士,巴瑞歐?,00:37.10,2019.11.01 12:40:51,2019.11.02,第三週
13位,槍擊士,丰筠,00:39.40,2019.10.30 11:46:59,2019.11.02,第三週
13位,弓箭手,寂靜子?,00:45.40,2019.10.31 00:32:09,2019.11.02,第三週
13位,刺客,宇佐見蓮子,00:46.50,2019.11.02 05:13:58,2019.11.02,第三週
13位,乾坤士,多麗米亞,00:52.60,2019.10.31 20:39:06,2019.11.02,第三週
14位,劍士,既分高下也決生死,00:14.80,2019.10.31 00:08:11,2019.11.02,第三週
14位,拳士,幽魂戈德林,00:24.50,2019.10.31 09:07:36,2019.11.02,第三週
14位,鬥士,醬醬爆,00:28.80,2019.10.31 08:46:02,2019.11.02,第三週
14位,咒術師,侜張,00:29.20,2019.10.30 22:56:17,2019.11.02,第三週
14位,召喚師,城堡,00:34.30,2019.10.31 09:24:38,2019.11.02,第三週
14位,氣功士,冷豔雪,00:34.90,2019.10.31 15:20:13,2019.11.02,第三週
14位,力士,語芯妍,00:36.80,2019.10.31 02:13:18,2019.11.02,第三週
14位,燐劍士,搖滾可可,00:37.60,2019.10.31 15:32:47,2019.11.02,第三週
14位,槍擊士,?LiK,00:40.10,2019.10.31 02:30:00,2019.11.02,第三週
14位,弓箭手,嫣雨晴,00:45.90,2019.10.31 13:22:55,2019.11.02,第三週
14位,刺客,妲己?狐,00:47.80,2019.11.02 00:21:07,2019.11.02,第三週
14位,乾坤士,楓御千代,00:56.70,2019.11.01 23:34:40,2019.11.02,第三週
15位,劍士,你了解我的明白嗎,00:15.30,2019.10.30 18:29:11,2019.11.02,第三週
15位,拳士,聖奇諾,00:25.0,2019.10.30 23:01:20,2019.11.02,第三週
15位,鬥士,蒔繪o,00:29.10,2019.10.31 19:32:25,2019.11.02,第三週
15位,咒術師,蘋兒?,00:30.60,2019.11.02 02:44:01,2019.11.02,第三週
15位,召喚師,赤瞳?,00:34.90,2019.10.31 00:12:32,2019.11.02,第三週
15位,氣功士,祅賊賊,00:35.30,2019.11.01 19:53:41,2019.11.02,第三週
15位,力士,藏鱷,00:37.30,2019.10.31 18:12:54,2019.11.02,第三週
15位,燐劍士,來砍我?,00:38.60,2019.10.31 07:37:51,2019.11.02,第三週
15位,槍擊士,芸之?,00:40.40,2019.10.30 18:51:02,2019.11.02,第三週
15位,弓箭手,蕭憶情,00:46.10,2019.11.01 11:38:38,2019.11.02,第三週
15位,刺客,財政部,00:48.30,2019.10.30 16:03:17,2019.11.02,第三週
15位,乾坤士,啻夜,00:58.60,2019.10.31 13:55:42,2019.11.02,第三週
16位,劍士,小多?,00:16.0,2019.10.30 20:26:29,2019.11.02,第三週
16位,拳士,陸奧十三,00:25.70,2019.10.30 19:09:37,2019.11.02,第三週
16位,鬥士,素鳶輕暖畫涼箏,00:29.60,2019.11.01 11:11:55,2019.11.02,第三週
16位,咒術師,橘子薄荷蘇打,00:32.80,2019.10.30 23:48:49,2019.11.02,第三週
16位,召喚師,加沐,00:35.10,2019.11.01 10:40:34,2019.11.02,第三週
16位,氣功士,冰糖糖?,00:37.10,2019.11.01 02:39:36,2019.11.02,第三週
16位,燐劍士,零度?,00:38.60,2019.11.01 01:52:18,2019.11.02,第三週
16位,力士,愛??,00:40.20,2019.11.01 11:45:19,2019.11.02,第三週
16位,槍擊士,槍?玫瑰?沁悸,00:41.20,2019.10.30 22:28:06,2019.11.02,第三週
16位,弓箭手,莉花緒凜,00:46.60,2019.11.02 01:37:18,2019.11.02,第三週
16位,刺客,Aeyko,00:50.30,2019.10.31 01:58:17,2019.11.02,第三週
16位,乾坤士,喵喵蟲咖波,00:59.40,2019.10.31 23:19:36,2019.11.02,第三週
17位,劍士,艾蕾歐諾拉維爾塔利亞,00:16.40,2019.10.31 18:18:10,2019.11.02,第三週
17位,拳士,伊璃?,00:27.0,2019.11.01 21:29:03,2019.11.02,第三週
17位,鬥士,Me?炙焱,00:29.70,2019.11.01 20:12:05,2019.11.02,第三週
17位,咒術師,紫格格,00:32.90,2019.10.31 02:28:55,2019.11.02,第三週
17位,召喚師,財財儿,00:35.80,2019.10.31 11:30:04,2019.11.02,第三週
17位,氣功士,Crazy南,00:39.10,2019.10.31 20:40:34,2019.11.02,第三週
17位,燐劍士,易利信,00:39.60,2019.11.01 10:56:30,2019.11.02,第三週
17位,力士,莫知名,00:41.0,2019.10.31 20:07:07,2019.11.02,第三週
17位,槍擊士,蒼瑩,00:41.20,2019.11.01 18:53:53,2019.11.02,第三週
17位,弓箭手,玥夜楓晴,00:48.70,2019.11.01 21:40:00,2019.11.02,第三週
17位,刺客,智影?,00:51.30,2019.10.31 23:32:04,2019.11.02,第三週
17位,乾坤士,沐雲汐,01:01.60,2019.10.31 23:32:23,2019.11.02,第三週
18位,劍士,劍刺無雙,00:16.50,2019.11.01 15:44:36,2019.11.02,第三週
18位,拳士,欣月,00:27.40,2019.10.31 19:43:57,2019.11.02,第三週
18位,鬥士,惡魔奶娃,00:29.90,2019.10.30 14:55:53,2019.11.02,第三週
18位,咒術師,冰?湛藍,00:33.70,2019.10.30 18:55:27,2019.11.02,第三週
18位,召喚師,青碧?,00:36.30,2019.10.30 17:34:56,2019.11.02,第三週
18位,氣功士,靜秋,00:41.0,2019.10.31 08:26:51,2019.11.02,第三週
18位,燐劍士,怡然游走,00:41.30,2019.11.02 01:06:28,2019.11.02,第三週
18位,槍擊士,?青羽梟,00:42.20,2019.10.30 19:30:52,2019.11.02,第三週
18位,力士,?蛋蛋胖,00:45.30,2019.11.01 19:34:03,2019.11.02,第三週
18位,弓箭手,梨花?,00:51.50,2019.11.01 02:14:52,2019.11.02,第三週
18位,刺客,不夠,00:52.50,2019.10.31 01:24:48,2019.11.02,第三週
18位,乾坤士,古語有云有功夫無懦夫,01:02.80,2019.11.01 21:39:17,2019.11.02,第三週
19位,劍士,葉楓天,00:16.60,2019.10.30 19:17:28,2019.11.02,第三週
19位,拳士,拼命四狼,00:29.20,2019.10.31 02:01:44,2019.11.02,第三週
19位,鬥士,一品入神,00:30.30,2019.10.30 12:21:32,2019.11.02,第三週
19位,咒術師,?妮妮,00:34.40,2019.11.02 04:09:47,2019.11.02,第三週
19位,召喚師,MissXuan,00:36.90,2019.10.31 23:32:30,2019.11.02,第三週
19位,氣功士,丹妮莉絲卡麗熙,00:41.20,2019.10.31 21:37:05,2019.11.02,第三週
19位,燐劍士,星山吼兒,00:41.60,2019.11.01 17:36:11,2019.11.02,第三週
19位,槍擊士,凌羽兒,00:45.60,2019.10.30 21:24:52,2019.11.02,第三週
19位,力士,吃飯用碗公,00:46.0,2019.10.31 03:24:10,2019.11.02,第三週
19位,刺客,告?白,00:52.80,2019.10.30 20:37:53,2019.11.02,第三週
19位,弓箭手,Q蔥花Q,00:54.30,2019.10.31 00:39:30,2019.11.02,第三週
19位,乾坤士,再平凡?月依舊限量版,01:03.70,2019.10.30 18:49:31,2019.11.02,第三週
20位,劍士,花生魷,00:16.90,2019.10.31 10:23:05,2019.11.02,第三週
20位,拳士,咖啡凍鮮奶茶,00:30.60,2019.10.30 19:48:23,2019.11.02,第三週
20位,鬥士,匚弟?,00:32.30,2019.10.30 22:03:54,2019.11.02,第三週
20位,咒術師,無盡闇夜,00:34.50,2019.10.31 18:49:43,2019.11.02,第三週
20位,召喚師,肥?兔仔,00:37.60,2019.11.02 03:02:38,2019.11.02,第三週
20位,氣功士,霄嵐,00:41.40,2019.10.30 21:03:20,2019.11.02,第三週
20位,燐劍士,?丸,00:41.70,2019.10.30 18:15:03,2019.11.02,第三週
20位,槍擊士,啾蹦蹦,00:46.40,2019.11.01 00:45:16,2019.11.02,第三週
20位,力士,臻楓,00:46.40,2019.10.30 20:58:40,2019.11.02,第三週
20位,刺客,新手惹人愛,00:53.30,2019.11.02 05:32:28,2019.11.02,第三週
20位,弓箭手,馥寶?,00:55.70,2019.10.31 19:58:20,2019.11.02,第三週
20位,乾坤士,夜越風驊,01:07.80,2019.11.01 21:26:13,2019.11.02,第三週
21位,劍士,狂眾,00:17.30,2019.11.02 00:51:19,2019.11.02,第三週
21位,拳士,ChaosDemon,00:31.40,2019.10.30 13:40:21,2019.11.02,第三週
21位,咒術師,??智,00:34.60,2019.10.30 23:11:12,2019.11.02,第三週
21位,鬥士,綠茶婊蘿莉,00:34.60,2019.11.01 20:55:52,2019.11.02,第三週
21位,召喚師,Aileen怷,00:37.70,2019.10.31 18:46:29,2019.11.02,第三週
21位,氣功士,?Vanessa?,00:43.20,2019.10.30 21:34:29,2019.11.02,第三週
21位,燐劍士,萌言萌語,00:45.40,2019.10.31 01:54:30,2019.11.02,第三週
21位,槍擊士,伊澤那,00:47.10,2019.10.31 06:51:21,2019.11.02,第三週
21位,力士,八木俊典?,00:47.90,2019.10.30 16:10:17,2019.11.02,第三週
21位,刺客,淨鳴,00:53.40,2019.11.01 20:29:29,2019.11.02,第三週
21位,弓箭手,好了別再射啦,01:06.20,2019.11.01 12:43:00,2019.11.02,第三週
21位,乾坤士,沁藍,01:08.90,2019.10.31 12:20:54,2019.11.02,第三週
22位,劍士,?貓貓,00:18.70,2019.10.30 19:33:13,2019.11.02,第三週
22位,拳士,慕蓉鳳翔,00:34.20,2019.11.01 09:43:50,2019.11.02,第三週
22位,咒術師,脆皮巧克力,00:34.70,2019.11.01 09:47:36,2019.11.02,第三週
22位,鬥士,微笑小剎剎,00:35.80,2019.10.31 21:23:18,2019.11.02,第三週
22位,召喚師,Shuboo,00:37.80,2019.11.02 02:10:29,2019.11.02,第三週
22位,氣功士,寒暑六訣翠蘿寒,00:44.20,2019.11.01 01:43:21,2019.11.02,第三週
22位,燐劍士,豚寶爹,00:46.0,2019.10.31 03:36:40,2019.11.02,第三週
22位,力士,希格德利法,00:48.40,2019.10.31 21:59:12,2019.11.02,第三週
22位,槍擊士,我愛阿樂,00:49.40,2019.10.30 16:22:06,2019.11.02,第三週
22位,刺客,kapana,00:54.90,2019.10.30 13:30:02,2019.11.02,第三週
22位,弓箭手,Tedio,01:06.30,2019.10.30 20:44:10,2019.11.02,第三週
22位,乾坤士,沫鈴雨,01:10.0,2019.10.31 23:48:49,2019.11.02,第三週
23位,劍士,0660,00:19.10,2019.10.30 19:10:40,2019.11.02,第三週
23位,拳士,幻溟弒閻,00:34.30,2019.10.30 17:06:01,2019.11.02,第三週
23位,鬥士,煙花玲,00:36.40,2019.11.01 20:02:47,2019.11.02,第三週
23位,咒術師,鳳梨酥旺,00:38.30,2019.10.31 11:23:25,2019.11.02,第三週
23位,召喚師,皓呆魯,00:38.70,2019.10.30 20:12:20,2019.11.02,第三週
23位,氣功士,CandyBoBo,00:44.20,2019.11.02 01:06:48,2019.11.02,第三週
23位,燐劍士,地球是我捏圓滴,00:46.20,2019.11.02 01:07:02,2019.11.02,第三週
23位,力士,染?香?,00:49.0,2019.10.31 00:25:06,2019.11.02,第三週
23位,槍擊士,茶?,00:50.40,2019.10.30 22:25:15,2019.11.02,第三週
23位,刺客,霸氣雲天,00:55.80,2019.11.01 22:21:35,2019.11.02,第三週
23位,弓箭手,都鈺,01:06.90,2019.10.30 11:38:57,2019.11.02,第三週
23位,乾坤士,李依,01:14.20,2019.10.30 20:24:26,2019.11.02,第三週
24位,劍士,Psyche小安,00:19.30,2019.11.01 20:59:25,2019.11.02,第三週
24位,拳士,奈伊雷特,00:35.30,2019.11.01 02:22:54,2019.11.02,第三週
24位,鬥士,肆傑?,00:36.50,2019.10.30 22:53:40,2019.11.02,第三週
24位,咒術師,司空青崳,00:38.40,2019.10.30 20:08:01,2019.11.02,第三週
24位,召喚師,冰羽毛,00:40.20,2019.10.31 00:25:33,2019.11.02,第三週
24位,氣功士,NaLa?,00:44.40,2019.10.31 16:30:43,2019.11.02,第三週
24位,燐劍士,?凍豆腐,00:47.0,2019.10.31 03:45:18,2019.11.02,第三週
24位,力士,奴小小,00:49.50,2019.10.30 20:42:25,2019.11.02,第三週
24位,槍擊士,昕暐,00:50.60,2019.10.31 22:14:45,2019.11.02,第三週
24位,刺客,椎名雪,00:58.50,2019.10.30 20:57:08,2019.11.02,第三週
24位,弓箭手,蔥喵,01:09.30,2019.10.31 23:43:21,2019.11.02,第三週
24位,乾坤士,風秤觴,01:15.40,2019.10.30 23:41:25,2019.11.02,第三週
25位,劍士,沐恩?,00:21.10,2019.10.31 14:58:25,2019.11.02,第三週
25位,拳士,野比大熊,00:36.10,2019.10.30 21:26:09,2019.11.02,第三週
25位,鬥士,小?囡囡,00:38.0,2019.10.31 12:30:03,2019.11.02,第三週
25位,咒術師,遙夢雲,00:41.30,2019.11.01 22:40:57,2019.11.02,第三週
25位,召喚師,Ann枒,00:43.40,2019.11.02 05:57:22,2019.11.02,第三週
25位,氣功士,空白Cc,00:45.70,2019.10.30 16:49:15,2019.11.02,第三週
25位,燐劍士,嵐流星,00:48.50,2019.10.31 23:41:06,2019.11.02,第三週
25位,力士,Chu?起司棒,00:49.50,2019.11.01 19:01:32,2019.11.02,第三週
25位,槍擊士,?琰傾絮,00:51.60,2019.10.30 15:11:12,2019.11.02,第三週
25位,刺客,湯尼尼?,01:01.30,2019.11.01 18:52:05,2019.11.02,第三週
25位,弓箭手,老娘錢多開豐田錢少開寶馬,01:09.90,2019.11.01 02:14:33,2019.11.02,第三週
25位,乾坤士,雪戀歌,01:16.10,2019.11.01 23:11:39,2019.11.02,第三週
26位,劍士,一窺葉而知秋,00:21.30,2019.10.30 21:30:59,2019.11.02,第三週
26位,拳士,尹莿俐?,00:36.70,2019.11.01 20:44:27,2019.11.02,第三週
26位,鬥士,熬夜不好建議通宵,00:39.50,2019.10.30 18:10:17,2019.11.02,第三週
26位,咒術師,Su韋?,00:41.40,2019.11.01 22:48:08,2019.11.02,第三週
26位,召喚師,叡麟?,00:43.50,2019.11.01 17:43:35,2019.11.02,第三週
26位,氣功士,狐喵喵,00:46.30,2019.10.31 01:57:22,2019.11.02,第三週
26位,燐劍士,唷齁?,00:49.20,2019.10.31 16:47:13,2019.11.02,第三週
26位,力士,玄煌破?陣,00:50.20,2019.11.01 20:59:42,2019.11.02,第三週
26位,槍擊士,Chu?玉米棒,00:53.50,2019.10.30 22:56:07,2019.11.02,第三週
