名次,職業,角色名稱,討伐完成時間,記錄更新時間,結算日期,週次
5位,咒術師,名雪喵喵,00:18.0,2019.10.16 17:25:42,2019.10.18,第一週
5位,氣功士,空拍,00:18.50,2019.10.16 20:47:56,2019.10.18,第一週
5位,槍擊士,?小肥袋,00:21.80,2019.10.17 14:51:40,2019.10.18,第一週
5位,召喚師,?艾比醬,00:25.30,2019.10.17 10:14:30,2019.10.18,第一週
5位,弓箭手,冷??,00:25.70,2019.10.17 19:05:38,2019.10.18,第一週
5位,燐劍士,88在草原上轉圈圈,00:25.90,2019.10.17 02:31:47,2019.10.18,第一週
5位,刺客,?凜,00:29.70,2019.10.16 13:00:02,2019.10.18,第一週
5位,力士,人彘?,00:30.80,2019.10.17 21:58:47,2019.10.18,第一週
5位,乾坤士,Lukaaaa,00:37.0,2019.10.17 12:36:44,2019.10.18,第一週
6位,劍士,望月飛揚,00:11.30,2019.10.17 20:31:34,2019.10.18,第一週
6位,拳士,蛤仔精,00:13.60,2019.10.17 21:32:30,2019.10.18,第一週
6位,鬥士,冰舞魅心?,00:17.60,2019.10.17 20:33:12,2019.10.18,第一週
6位,咒術師,Jesus?,00:18.0,2019.10.18 00:32:16,2019.10.18,第一週
6位,氣功士,昊晟,00:21.40,2019.10.17 20:07:14,2019.10.18,第一週
6位,槍擊士,?小肥?,00:25.0,2019.10.17 02:04:33,2019.10.18,第一週
6位,召喚師,乖乖泡泡糖,00:26.0,2019.10.17 03:11:40,2019.10.18,第一週
6位,燐劍士,HunterMNY,00:27.50,2019.10.16 17:15:22,2019.10.18,第一週
6位,力士,安徘?,00:31.0,2019.10.16 17:27:32,2019.10.18,第一週
6位,刺客,兔寶?,00:33.50,2019.10.17 12:16:40,2019.10.18,第一週
6位,弓箭手,叔叔的小三,00:34.10,2019.10.17 04:17:33,2019.10.18,第一週
6位,乾坤士,桂明香,00:40.50,2019.10.18 05:18:59,2019.10.18,第一週
7位,劍士,BestJnK,00:11.70,2019.10.17 12:03:42,2019.10.18,第一週
7位,拳士,義誠,00:13.90,2019.10.18 00:57:13,2019.10.18,第一週
7位,鬥士,侍乂,00:17.80,2019.10.16 21:59:30,2019.10.18,第一週
7位,咒術師,六?御息所,00:20.0,2019.10.17 05:36:34,2019.10.18,第一週
7位,槍擊士,Rafutaria,00:26.30,2019.10.17 22:50:45,2019.10.18,第一週
7位,召喚師,神龍?,00:26.40,2019.10.18 00:46:48,2019.10.18,第一週
7位,燐劍士,小狂妄?,00:28.60,2019.10.17 20:58:20,2019.10.18,第一週
7位,氣功士,優媞奈,00:29.50,2019.10.17 21:07:05,2019.10.18,第一週
7位,力士,出手不留情,00:31.40,2019.10.17 01:04:07,2019.10.18,第一週
7位,弓箭手,哈庫菈瑪躂躂,00:35.20,2019.10.17 03:07:14,2019.10.18,第一週
7位,刺客,鬼迷神疑?,00:40.70,2019.10.17 01:14:10,2019.10.18,第一週
7位,乾坤士,即白,00:41.80,2019.10.17 19:23:15,2019.10.18,第一週
8位,劍士,香蕉不??,00:12.30,2019.10.17 15:54:29,2019.10.18,第一週
8位,拳士,川榷,00:15.20,2019.10.16 20:28:50,2019.10.18,第一週
8位,鬥士,雅卡緹亞,00:19.60,2019.10.18 04:39:27,2019.10.18,第一週
8位,咒術師,HLHope,00:21.70,2019.10.16 15:54:48,2019.10.18,第一週
8位,槍擊士,?青羽梟,00:26.60,2019.10.17 18:48:59,2019.10.18,第一週
8位,召喚師,紗兒的小豬豬,00:28.30,2019.10.17 01:25:52,2019.10.18,第一週
8位,氣功士,詩情,00:29.60,2019.10.17 23:03:17,2019.10.18,第一週
8位,燐劍士,來砍我?,00:29.90,2019.10.17 21:02:57,2019.10.18,第一週
8位,力士,西狼GOOD?桃,00:31.50,2019.10.17 02:28:35,2019.10.18,第一週
8位,弓箭手,神?,00:38.10,2019.10.18 05:53:43,2019.10.18,第一週
8位,刺客,冷月無痕,00:40.70,2019.10.17 01:26:23,2019.10.18,第一週
8位,乾坤士,青蘋芙姬,00:45.20,2019.10.17 13:04:31,2019.10.18,第一週
9位,劍士,?赤霄心,00:12.40,2019.10.17 00:23:55,2019.10.18,第一週
9位,拳士,得罪了方丈還敢跑,00:16.90,2019.10.17 00:40:09,2019.10.18,第一週
9位,鬥士,叔叔喜歡直接剛正面,00:21.0,2019.10.18 00:49:19,2019.10.18,第一週
9位,咒術師,菈菈唲,00:22.20,2019.10.16 20:06:12,2019.10.18,第一週
9位,槍擊士,雨天?,00:28.80,2019.10.17 02:20:40,2019.10.18,第一週
9位,召喚師,耍廢?,00:28.90,2019.10.16 17:34:09,2019.10.18,第一週
9位,燐劍士,?秋白,00:31.10,2019.10.17 19:25:32,2019.10.18,第一週
9位,力士,奎馗,00:32.30,2019.10.16 20:09:13,2019.10.18,第一週
9位,氣功士,?小肥鏡,00:32.30,2019.10.17 23:34:26,2019.10.18,第一週
9位,弓箭手,?緋雨,00:39.10,2019.10.16 21:36:24,2019.10.18,第一週
9位,刺客,狄世,00:44.10,2019.10.18 02:11:52,2019.10.18,第一週
9位,乾坤士,凌紅兒,00:45.60,2019.10.16 22:04:27,2019.10.18,第一週
10位,劍士,同性才是人間真愛?,00:12.90,2019.10.17 12:36:14,2019.10.18,第一週
10位,拳士,Zhengge117,00:19.10,2019.10.17 11:17:31,2019.10.18,第一週
10位,鬥士,亞瑟?潘德拉貢,00:21.0,2019.10.18 02:14:45,2019.10.18,第一週
10位,咒術師,咚踏取蜜,00:22.90,2019.10.18 01:35:34,2019.10.18,第一週
10位,召喚師,池內亞也,00:29.60,2019.10.16 22:59:50,2019.10.18,第一週
10位,燐劍士,Treasure?麥,00:31.20,2019.10.17 09:52:19,2019.10.18,第一週
10位,氣功士,芷芸?,00:32.70,2019.10.16 21:34:57,2019.10.18,第一週
10位,力士,黑雪幸,00:33.70,2019.10.18 00:14:36,2019.10.18,第一週
10位,槍擊士,Woof?,00:35.20,2019.10.16 22:27:18,2019.10.18,第一週
10位,弓箭手,東京靄靄斜陽云,00:42.40,2019.10.17 22:25:13,2019.10.18,第一週
10位,刺客,宇佐見蓮子,00:44.90,2019.10.18 01:24:42,2019.10.18,第一週
10位,乾坤士,?小肥耿,00:45.90,2019.10.17 01:21:12,2019.10.18,第一週
11位,劍士,鬼綾霄,00:13.10,2019.10.16 16:32:33,2019.10.18,第一週
11位,鬥士,龍龍55,00:21.10,2019.10.17 02:26:52,2019.10.18,第一週
11位,拳士,伊璃?,00:21.30,2019.10.17 22:04:35,2019.10.18,第一週
11位,咒術師,上官湘玲,00:23.80,2019.10.17 02:24:28,2019.10.18,第一週
11位,召喚師,蘿水三千只取一瓢飲,00:29.80,2019.10.16 22:03:26,2019.10.18,第一週
11位,燐劍士,磪有情,00:32.40,2019.10.16 19:22:48,2019.10.18,第一週
11位,氣功士,Crazy南,00:33.40,2019.10.17 18:45:54,2019.10.18,第一週
11位,力士,孤?,00:34.30,2019.10.17 00:07:07,2019.10.18,第一週
11位,槍擊士,欣欣?,00:35.30,2019.10.17 01:09:55,2019.10.18,第一週
11位,弓箭手,芷湘弦?,00:44.20,2019.10.17 01:32:23,2019.10.18,第一週
11位,乾坤士,方米,00:46.20,2019.10.17 18:10:58,2019.10.18,第一週
11位,刺客,財政部,00:48.10,2019.10.16 20:25:51,2019.10.18,第一週
12位,劍士,緋穆晨芯?,00:13.20,2019.10.17 23:28:23,2019.10.18,第一週
12位,拳士,Yuan爻,00:22.0,2019.10.17 12:53:17,2019.10.18,第一週
12位,鬥士,素鳶輕暖畫涼箏,00:22.20,2019.10.17 16:06:56,2019.10.18,第一週
12位,咒術師,月?,00:25.0,2019.10.18 03:58:02,2019.10.18,第一週
12位,召喚師,MissXuan,00:31.80,2019.10.17 21:37:33,2019.10.18,第一週
12位,氣功士,?Vanessa?,00:33.40,2019.10.17 22:12:41,2019.10.18,第一週
12位,燐劍士,遊星躑躅,00:34.40,2019.10.16 13:34:52,2019.10.18,第一週
12位,力士,小高冷?,00:35.10,2019.10.16 22:04:25,2019.10.18,第一週
12位,槍擊士,玖伊,00:35.90,2019.10.17 09:37:36,2019.10.18,第一週
12位,乾坤士,克克星,00:46.70,2019.10.16 12:28:27,2019.10.18,第一週
12位,刺客,璇兒?,00:48.40,2019.10.16 17:41:30,2019.10.18,第一週
12位,弓箭手,宸昀,00:50.0,2019.10.16 19:16:13,2019.10.18,第一週
13位,劍士,齡夢,00:13.40,2019.10.17 22:34:42,2019.10.18,第一週
13位,拳士,玢鶇?,00:22.10,2019.10.17 14:11:05,2019.10.18,第一週
13位,鬥士,鴻蒼?,00:24.30,2019.10.17 18:35:14,2019.10.18,第一週
13位,咒術師,?小肥玥,00:25.20,2019.10.17 23:34:35,2019.10.18,第一週
13位,召喚師,向日葵自走砲,00:33.60,2019.10.18 01:52:09,2019.10.18,第一週
13位,氣功士,珍妮花?,00:34.90,2019.10.18 02:05:10,2019.10.18,第一週
13位,力士,胖胖空,00:35.10,2019.10.16 23:50:11,2019.10.18,第一週
13位,燐劍士,星語雪碧,00:35.90,2019.10.18 00:31:48,2019.10.18,第一週
13位,槍擊士,冰冬a囝仔?,00:37.50,2019.10.17 13:56:00,2019.10.18,第一週
13位,乾坤士,百裂肉球,00:48.10,2019.10.17 07:50:21,2019.10.18,第一週
13位,刺客,妲己?狐,00:48.90,2019.10.16 21:05:29,2019.10.18,第一週
13位,弓箭手,湧嵐,00:50.20,2019.10.18 01:28:57,2019.10.18,第一週
14位,劍士,整天想死的魚,00:14.60,2019.10.17 19:14:13,2019.10.18,第一週
14位,拳士,擋我一百招,00:23.90,2019.10.16 11:54:20,2019.10.18,第一週
14位,鬥士,NiTaMaB,00:24.30,2019.10.17 19:20:25,2019.10.18,第一週
14位,咒術師,低調?睡?,00:26.10,2019.10.16 13:13:53,2019.10.18,第一週
14位,召喚師,?玥凝雪,00:33.70,2019.10.17 13:19:11,2019.10.18,第一週
14位,氣功士,天璇?,00:35.0,2019.10.17 21:45:28,2019.10.18,第一週
14位,力士,杜拜阿布達比的富家男,00:35.30,2019.10.18 05:39:12,2019.10.18,第一週
14位,燐劍士,柒撚懵懵,00:36.50,2019.10.17 23:14:52,2019.10.18,第一週
14位,槍擊士,Chu?玉米棒,00:37.60,2019.10.16 22:35:04,2019.10.18,第一週
14位,弓箭手,魔徒,00:50.30,2019.10.16 16:59:37,2019.10.18,第一週
14位,刺客,黑夜侵襲?,00:50.60,2019.10.16 21:40:57,2019.10.18,第一週
14位,乾坤士,淺晴?,00:57.70,2019.10.16 20:53:13,2019.10.18,第一週
15位,劍士,?蛋?,00:14.90,2019.10.17 22:26:02,2019.10.18,第一週
15位,拳士,Ruler?,00:24.10,2019.10.17 00:19:37,2019.10.18,第一週
15位,鬥士,?洛,00:25.10,2019.10.17 17:19:40,2019.10.18,第一週
15位,咒術師,夢醒淑芬?,00:26.70,2019.10.17 12:36:56,2019.10.18,第一週
15位,召喚師,Bubbles?泡泡,00:34.50,2019.10.18 01:11:32,2019.10.18,第一週
15位,力士,藏鱷,00:35.60,2019.10.17 16:50:25,2019.10.18,第一週
15位,氣功士,o寒江雪o,00:35.60,2019.10.17 16:33:18,2019.10.18,第一週
15位,燐劍士,苓蓮,00:37.0,2019.10.17 22:52:58,2019.10.18,第一週
15位,槍擊士,三發裝子彈,00:38.20,2019.10.18 00:27:46,2019.10.18,第一週
15位,刺客,緋玥之楓,00:50.60,2019.10.17 00:08:12,2019.10.18,第一週
15位,弓箭手,梨花?,00:53.90,2019.10.17 21:40:22,2019.10.18,第一週
15位,乾坤士,夜越風驊,00:58.10,2019.10.17 13:04:50,2019.10.18,第一週
16位,劍士,朕?,00:15.60,2019.10.17 01:29:18,2019.10.18,第一週
16位,鬥士,太乂白癡,00:25.40,2019.10.16 21:02:55,2019.10.18,第一週
16位,拳士,Sajni,00:26.70,2019.10.18 01:27:44,2019.10.18,第一週
16位,咒術師,宓宣,00:27.40,2019.10.17 11:28:02,2019.10.18,第一週
16位,召喚師,城堡,00:35.40,2019.10.17 09:16:40,2019.10.18,第一週
16位,力士,語芯妍,00:36.80,2019.10.18 02:00:12,2019.10.18,第一週
16位,氣功士,琴吹七籟,00:37.0,2019.10.17 05:55:06,2019.10.18,第一週
16位,燐劍士,零度?,00:37.70,2019.10.17 23:15:33,2019.10.18,第一週
16位,槍擊士,?LiK,00:38.90,2019.10.17 03:47:53,2019.10.18,第一週
16位,刺客,?臭跩貓,00:50.90,2019.10.18 03:00:39,2019.10.18,第一週
16位,弓箭手,嫣雨晴,00:54.30,2019.10.17 18:55:02,2019.10.18,第一週
16位,乾坤士,味噌湯?,00:59.20,2019.10.17 19:31:39,2019.10.18,第一週
17位,劍士,月孤痕,00:16.0,2019.10.17 17:05:58,2019.10.18,第一週
17位,鬥士,祤鷹,00:26.30,2019.10.16 22:41:47,2019.10.18,第一週
17位,拳士,拼命四狼,00:27.50,2019.10.16 22:33:31,2019.10.18,第一週
17位,咒術師,?妍,00:28.30,2019.10.16 13:00:08,2019.10.18,第一週
17位,召喚師,水語痕,00:36.50,2019.10.16 13:47:34,2019.10.18,第一週
17位,力士,芭蒂亞,00:37.10,2019.10.16 22:24:34,2019.10.18,第一週
17位,燐劍士,?幻熾,00:38.0,2019.10.16 18:13:30,2019.10.18,第一週
17位,氣功士,冷豔雪,00:38.20,2019.10.17 23:40:26,2019.10.18,第一週
17位,槍擊士,叔叔喜歡門關起來射兩下,00:39.50,2019.10.17 04:52:45,2019.10.18,第一週
17位,刺客,戕納,00:51.10,2019.10.16 13:18:11,2019.10.18,第一週
17位,弓箭手,Xiao月霜,00:55.20,2019.10.16 13:38:14,2019.10.18,第一週
17位,乾坤士,鉯禹,00:59.20,2019.10.18 01:03:38,2019.10.18,第一週
18位,劍士,狂眾,00:16.40,2019.10.16 19:13:28,2019.10.18,第一週
18位,鬥士,墨川奈沙庫,00:27.80,2019.10.16 14:26:34,2019.10.18,第一週
18位,拳士,陸奧十三,00:30.10,2019.10.17 21:53:27,2019.10.18,第一週
18位,咒術師,?緋雨,00:30.30,2019.10.17 20:55:04,2019.10.18,第一週
18位,召喚師,?球仔King,00:36.50,2019.10.16 19:14:10,2019.10.18,第一週
18位,力士,莫知名,00:37.70,2019.10.17 20:32:12,2019.10.18,第一週
18位,燐劍士,小白?,00:39.20,2019.10.17 15:34:38,2019.10.18,第一週
18位,氣功士,祅賊賊,00:39.30,2019.10.16 20:03:14,2019.10.18,第一週
18位,槍擊士,蒼瑩,00:39.70,2019.10.16 18:53:20,2019.10.18,第一週
18位,刺客,榮瑋長的帥?榮瑋低調不說,00:51.20,2019.10.17 13:39:16,2019.10.18,第一週
18位,弓箭手,茉娜德,00:56.10,2019.10.17 10:17:51,2019.10.18,第一週
18位,乾坤士,喵喵蟲咖波,01:00.90,2019.10.17 00:01:01,2019.10.18,第一週
19位,劍士,麟鳳璇璣,00:16.60,2019.10.17 22:03:48,2019.10.18,第一週
19位,鬥士,一姝兒,00:27.90,2019.10.16 11:53:43,2019.10.18,第一週
19位,拳士,月光琵琶曲,00:30.50,2019.10.16 16:08:57,2019.10.18,第一週
19位,咒術師,滄語嫣,00:30.70,2019.10.16 19:44:17,2019.10.18,第一週
19位,召喚師,心玥小狐,00:36.80,2019.10.16 19:47:10,2019.10.18,第一週
19位,力士,愛??,00:39.30,2019.10.18 04:13:33,2019.10.18,第一週
19位,槍擊士,?琰傾絮,00:39.70,2019.10.17 16:22:29,2019.10.18,第一週
19位,氣功士,CandyBoBo,00:39.80,2019.10.16 22:37:06,2019.10.18,第一週
19位,燐劍士,巴瑞歐?,00:42.70,2019.10.16 19:48:17,2019.10.18,第一週
19位,刺客,Xanis,00:51.50,2019.10.16 12:15:14,2019.10.18,第一週
19位,弓箭手,寂靜子?,00:59.90,2019.10.17 19:51:36,2019.10.18,第一週
19位,乾坤士,楓御千代,01:01.80,2019.10.17 22:08:53,2019.10.18,第一週
20位,劍士,月隱?,00:16.90,2019.10.16 11:46:00,2019.10.18,第一週
20位,鬥士,輝姬醬,00:28.60,2019.10.17 21:59:33,2019.10.18,第一週
20位,咒術師,紫格格,00:32.20,2019.10.17 22:56:18,2019.10.18,第一週
20位,拳士,聖奇諾,00:34.40,2019.10.16 23:05:02,2019.10.18,第一週
20位,召喚師,財財儿,00:37.0,2019.10.17 14:22:10,2019.10.18,第一週
20位,力士,米開朗基羅?蒼,00:39.90,2019.10.16 17:42:49,2019.10.18,第一週
20位,氣功士,??小婕,00:40.50,2019.10.17 11:44:33,2019.10.18,第一週
20位,槍擊士,Murie,00:40.80,2019.10.18 01:16:39,2019.10.18,第一週
20位,燐劍士,搖滾可可,00:42.70,2019.10.17 15:44:36,2019.10.18,第一週
20位,刺客,湯尼尼?,00:53.20,2019.10.16 17:33:15,2019.10.18,第一週
20位,弓箭手,璉?,01:01.10,2019.10.17 18:25:55,2019.10.18,第一週
20位,乾坤士,姈羽詩,01:03.70,2019.10.17 19:36:40,2019.10.18,第一週
21位,劍士,小多?,00:16.90,2019.10.16 17:47:27,2019.10.18,第一週
21位,鬥士,小胖次?,00:29.30,2019.10.18 00:02:04,2019.10.18,第一週
21位,咒術師,?妮妮,00:32.30,2019.10.17 15:41:53,2019.10.18,第一週
21位,拳士,笨狗?,00:34.50,2019.10.17 19:20:30,2019.10.18,第一週
21位,召喚師,WinTeR?夢,00:37.30,2019.10.17 19:31:10,2019.10.18,第一週
21位,力士,阿鬼匠,00:40.10,2019.10.16 12:54:14,2019.10.18,第一週
21位,氣功士,冰糖糖?,00:41.0,2019.10.18 03:19:42,2019.10.18,第一週
21位,槍擊士,芸之?,00:41.60,2019.10.17 21:55:32,2019.10.18,第一週
21位,燐劍士,怡然游走,00:43.40,2019.10.18 04:55:10,2019.10.18,第一週
21位,刺客,JusticeMem,00:53.70,2019.10.18 00:04:43,2019.10.18,第一週
21位,乾坤士,丰芸兒,01:04.90,2019.10.17 07:14:31,2019.10.18,第一週
21位,弓箭手,蕭憶情,01:06.60,2019.10.16 21:27:53,2019.10.18,第一週
22位,劍士,艾蕾歐諾拉維爾塔利亞,00:17.10,2019.10.16 18:33:44,2019.10.18,第一週
22位,鬥士,檸小若,00:30.20,2019.10.16 12:12:33,2019.10.18,第一週
22位,咒術師,娜伍思嘉,00:34.60,2019.10.17 02:20:09,2019.10.18,第一週
22位,拳士,欣月,00:35.20,2019.10.17 22:45:28,2019.10.18,第一週
22位,召喚師,?煌明月,00:37.40,2019.10.18 00:31:41,2019.10.18,第一週
22位,力士,蜜蜂哥哥,00:41.40,2019.10.16 20:57:28,2019.10.18,第一週
22位,氣功士,蘇打冰?,00:41.60,2019.10.16 23:56:11,2019.10.18,第一週
22位,槍擊士,Hsiu羽,00:43.90,2019.10.16 22:34:17,2019.10.18,第一週
22位,燐劍士,汀小貓?,00:44.10,2019.10.17 19:55:39,2019.10.18,第一週
22位,刺客,智影?,00:55.10,2019.10.16 21:04:28,2019.10.18,第一週
22位,乾坤士,多麗米亞,01:05.90,2019.10.16 20:21:30,2019.10.18,第一週
22位,弓箭手,十大bug,01:07.60,2019.10.17 12:55:42,2019.10.18,第一週
23位,劍士,0660,00:17.20,2019.10.17 00:19:25,2019.10.18,第一週
23位,鬥士,Me?炙焱,00:30.50,2019.10.16 22:17:51,2019.10.18,第一週
23位,咒術師,蘋兒?,00:35.30,2019.10.18 01:48:45,2019.10.18,第一週
23位,拳士,野比大熊,00:35.30,2019.10.17 16:12:00,2019.10.18,第一週
23位,召喚師,?熾,00:38.70,2019.10.18 02:14:06,2019.10.18,第一週
23位,力士,?蛋蛋胖,00:42.50,2019.10.17 21:50:10,2019.10.18,第一週
23位,氣功士,神?優?,00:42.50,2019.10.17 23:03:51,2019.10.18,第一週
23位,燐劍士,靜畫扇,00:44.80,2019.10.17 18:49:54,2019.10.18,第一週
23位,槍擊士,遙夕三辰?,00:45.80,2019.10.16 11:28:00,2019.10.18,第一週
23位,刺客,?身?,00:56.50,2019.10.17 17:44:36,2019.10.18,第一週
23位,乾坤士,沫鈴雨,01:06.10,2019.10.16 21:34:27,2019.10.18,第一週
23位,弓箭手,Q蔥花Q,01:07.90,2019.10.17 17:56:28,2019.10.18,第一週
24位,劍士,淘兒,00:17.20,2019.10.17 22:48:30,2019.10.18,第一週
24位,鬥士,瑞穗倚門掀奶,00:33.60,2019.10.17 01:34:09,2019.10.18,第一週
24位,拳士,咖啡凍鮮奶茶,00:35.40,2019.10.16 18:04:41,2019.10.18,第一週
24位,咒術師,海膽泡麵,00:35.60,2019.10.16 12:06:08,2019.10.18,第一週
24位,召喚師,庫洛司,00:39.0,2019.10.17 23:58:53,2019.10.18,第一週
24位,力士,臻楓,00:43.90,2019.10.17 23:43:43,2019.10.18,第一週
24位,氣功士,醬爆雞丁三明治,00:43.90,2019.10.16 13:18:45,2019.10.18,第一週
24位,燐劍士,易利信,00:45.20,2019.10.16 13:27:38,2019.10.18,第一週
24位,槍擊士,伊澤那,00:46.80,2019.10.16 11:45:32,2019.10.18,第一週
24位,刺客,不夠,00:56.80,2019.10.18 01:13:11,2019.10.18,第一週
24位,乾坤士,啻夜,01:06.60,2019.10.17 12:36:46,2019.10.18,第一週
24位,弓箭手,莉花緒凜,01:08.60,2019.10.17 22:08:21,2019.10.18,第一週
25位,劍士,?村長,00:17.30,2019.10.16 18:38:43,2019.10.18,第一週
25位,鬥士,醬醬爆,00:34.60,2019.10.16 18:11:24,2019.10.18,第一週
25位,拳士,ChaosDemon,00:35.40,2019.10.17 13:22:29,2019.10.18,第一週
25位,咒術師,??智,00:37.50,2019.10.16 23:35:56,2019.10.18,第一週
25位,召喚師,起司喵喵,00:39.0,2019.10.18 03:06:32,2019.10.18,第一週
25位,氣功士,小蝸愛吃燒肉飯,00:44.30,2019.10.18 02:46:43,2019.10.18,第一週
25位,燐劍士,小天?,00:45.20,2019.10.17 09:51:59,2019.10.18,第一週
25位,力士,奴小小,00:45.80,2019.10.17 22:24:44,2019.10.18,第一週
25位,槍擊士,左線預備o右線預備,00:48.30,2019.10.18 00:56:01,2019.10.18,第一週
25位,刺客,祈月音,00:57.20,2019.10.17 18:30:58,2019.10.18,第一週
25位,弓箭手,漓汐玥,01:08.70,2019.10.18 01:09:36,2019.10.18,第一週
25位,乾坤士,唏語璦,01:09.90,2019.10.17 15:37:16,2019.10.18,第一週
26位,劍士,凝霜玥舞,00:18.10,2019.10.16 18:26:10,2019.10.18,第一週
26位,鬥士,綠茶婊蘿莉,00:35.0,2019.10.16 20:34:52,2019.10.18,第一週
26位,拳士,諾羽,00:35.90,2019.10.16 20:00:24,2019.10.18,第一週
26位,咒術師,?葡萄,00:37.50,2019.10.17 00:45:55,2019.10.18,第一週
26位,召喚師,西西里亞,00:39.30,2019.10.16 20:24:09,2019.10.18,第一週
26位,氣功士,風嵐之翼,00:44.40,2019.10.17 23:34:56,2019.10.18,第一週
26位,燐劍士,我下班了,00:45.30,2019.10.17 18:20:11,2019.10.18,第一週
26位,力士,苦瓜絲瓜小黃瓜,00:46.0,2019.10.17 02:17:25,2019.10.18,第一週
26位,槍擊士,昕暐,00:49.30,2019.10.16 22:12:06,2019.10.18,第一週
