名次,職業,角色名稱,討伐完成時間,記錄更新時間,結算日期,週次
3位,乾坤士,大哥哥?,00:25.10,2019.11.03 23:15:49,2019.11.06,第三週
3位,刺客,米薩村,00:27.0,2019.11.05 00:18:25,2019.11.06,第三週
4位,劍士,麟鳳璇璣,00:09.0,2019.11.04 22:34:12,2019.11.06,第三週
4位,氣功士,芷芸?,00:11.60,2019.11.05 18:49:10,2019.11.06,第三週
4位,鬥士,洛碧虛,00:12.60,2019.11.03 13:34:09,2019.11.06,第三週
4位,拳士,義誠,00:12.70,2019.10.31 03:51:27,2019.11.06,第三週
4位,弓箭手,半夏?冰淇淋,00:14.0,2019.11.03 11:53:51,2019.11.06,第三週
4位,召喚師,闇扉,00:15.60,2019.11.04 22:38:16,2019.11.06,第三週
4位,咒術師,名雪喵喵,00:16.0,2019.10.30 12:02:04,2019.11.06,第三週
4位,槍擊士,浮雲?,00:20.40,2019.11.06 05:58:28,2019.11.06,第三週
4位,燐劍士,88在草原上轉圈圈,00:21.50,2019.10.31 08:38:02,2019.11.06,第三週
4位,力士,人彘?,00:23.50,2019.11.03 23:42:40,2019.11.06,第三週
4位,刺客,?變隱龍,00:27.90,2019.11.04 21:35:52,2019.11.06,第三週
4位,乾坤士,蕭墨染,00:30.80,2019.11.06 01:29:54,2019.11.06,第三週
5位,劍士,葛清霏,00:09.70,2019.10.31 00:01:18,2019.11.06,第三週
5位,氣功士,Bauhinia,00:11.90,2019.11.02 02:13:06,2019.11.06,第三週
5位,鬥士,鴻蒼?,00:12.60,2019.11.05 02:05:36,2019.11.06,第三週
5位,拳士,蛤仔精,00:12.70,2019.10.31 18:43:32,2019.11.06,第三週
5位,召喚師,魂牽夢縈?,00:15.90,2019.10.31 18:06:40,2019.11.06,第三週
5位,咒術師,ZUOAN?奶茶,00:16.10,2019.11.01 00:21:37,2019.11.06,第三週
5位,弓箭手,茶茶射妳,00:17.70,2019.11.03 01:21:36,2019.11.06,第三週
5位,槍擊士,?小肥袋,00:20.70,2019.10.30 15:57:30,2019.11.06,第三週
5位,燐劍士,磪有情,00:23.0,2019.10.30 23:47:48,2019.11.06,第三週
5位,力士,八月中秋山林涼,00:24.60,2019.11.03 11:56:46,2019.11.06,第三週
5位,刺客,?凜,00:30.80,2019.11.03 21:55:16,2019.11.06,第三週
5位,乾坤士,多納太羅?啾,00:31.0,2019.11.05 23:30:00,2019.11.06,第三週
6位,劍士,夕晴,00:09.80,2019.10.31 19:26:24,2019.11.06,第三週
6位,拳士,喧嘩,00:12.90,2019.11.05 20:54:25,2019.11.06,第三週
6位,氣功士,昊晟,00:13.40,2019.11.05 19:06:41,2019.11.06,第三週
6位,鬥士,孀笙,00:13.50,2019.10.30 15:37:36,2019.11.06,第三週
6位,召喚師,紗兒的小豬豬,00:16.0,2019.11.05 20:08:27,2019.11.06,第三週
6位,咒術師,小心我丟你,00:16.40,2019.11.01 18:05:15,2019.11.06,第三週
6位,槍擊士,Chu?玉米棒,00:20.70,2019.11.04 13:22:15,2019.11.06,第三週
6位,弓箭手,冷??,00:23.90,2019.10.31 21:02:29,2019.11.06,第三週
6位,燐劍士,鮮奶茶?,00:24.60,2019.11.02 11:41:22,2019.11.06,第三週
6位,力士,胖胖空,00:27.30,2019.11.04 22:50:40,2019.11.06,第三週
6位,乾坤士,桂明香,00:31.70,2019.11.02 12:06:44,2019.11.06,第三週
6位,刺客,鬼迷神疑?,00:32.10,2019.11.04 00:50:05,2019.11.06,第三週
7位,劍士,Sazabi,00:10.20,2019.11.03 20:51:35,2019.11.06,第三週
7位,拳士,金木涼,00:13.60,2019.10.31 23:21:13,2019.11.06,第三週
7位,鬥士,別讓羊叔叔輸出,00:13.60,2019.11.04 22:36:56,2019.11.06,第三週
7位,氣功士,HanShuang,00:16.0,2019.11.02 00:51:58,2019.11.06,第三週
7位,召喚師,幸福伴身旁,00:16.70,2019.11.03 07:58:43,2019.11.06,第三週
7位,咒術師,六?御息所,00:16.90,2019.11.06 00:11:50,2019.11.06,第三週
7位,槍擊士,玖伊,00:21.20,2019.11.02 02:49:40,2019.11.06,第三週
7位,弓箭手,?拉媞琺,00:25.10,2019.11.01 18:45:10,2019.11.06,第三週
7位,燐劍士,?幻熾,00:25.60,2019.11.05 20:27:57,2019.11.06,第三週
7位,力士,黑雪幸,00:27.40,2019.11.04 22:36:59,2019.11.06,第三週
7位,乾坤士,?小肥耿,00:34.20,2019.11.01 04:03:28,2019.11.06,第三週
7位,刺客,戕納,00:34.40,2019.11.05 12:27:53,2019.11.06,第三週
8位,劍士,月孤痕,00:10.60,2019.11.01 22:16:05,2019.11.06,第三週
8位,拳士,得罪了方丈還敢跑,00:13.70,2019.11.01 18:54:19,2019.11.06,第三週
8位,鬥士,祤鷹,00:13.70,2019.11.05 23:16:27,2019.11.06,第三週
8位,氣功士,赤淚,00:16.70,2019.11.04 00:54:08,2019.11.06,第三週
8位,咒術師,HLHope,00:18.30,2019.11.01 11:46:40,2019.11.06,第三週
8位,召喚師,神龍?,00:20.70,2019.11.05 22:55:30,2019.11.06,第三週
8位,槍擊士,Woof?,00:22.30,2019.11.02 00:07:51,2019.11.06,第三週
8位,弓箭手,哈庫菈瑪躂躂,00:26.0,2019.11.01 21:01:27,2019.11.06,第三週
8位,燐劍士,Treasure?麥,00:26.10,2019.11.04 19:33:51,2019.11.06,第三週
8位,力士,安徘?,00:29.10,2019.10.30 13:45:17,2019.11.06,第三週
8位,刺客,兔寶?,00:34.50,2019.11.02 14:00:08,2019.11.06,第三週
8位,乾坤士,即白,00:35.40,2019.11.02 19:20:53,2019.11.06,第三週
9位,劍士,緋穆晨芯?,00:11.30,2019.11.02 12:25:39,2019.11.06,第三週
9位,鬥士,?波克比,00:14.10,2019.10.30 22:48:24,2019.11.06,第三週
9位,拳士,Yeon誠,00:14.50,2019.10.31 19:08:37,2019.11.06,第三週
9位,氣功士,空拍,00:17.50,2019.10.30 11:49:24,2019.11.06,第三週
9位,咒術師,?妍,00:18.90,2019.11.05 13:48:38,2019.11.06,第三週
9位,召喚師,羽熙?歐吼OvOb,00:21.40,2019.11.03 14:11:28,2019.11.06,第三週
9位,槍擊士,古洛,00:23.40,2019.11.03 14:59:13,2019.11.06,第三週
9位,弓箭手,?緋雨,00:26.80,2019.11.04 19:35:31,2019.11.06,第三週
9位,燐劍士,?小黑糖,00:27.30,2019.11.06 01:24:05,2019.11.06,第三週
9位,力士,芭蒂亞,00:29.10,2019.10.31 00:57:11,2019.11.06,第三週
9位,乾坤士,Lukaaaa,00:35.90,2019.11.03 23:29:32,2019.11.06,第三週
9位,刺客,狄世,00:37.90,2019.11.02 02:51:10,2019.11.06,第三週
10位,劍士,月隱?,00:11.50,2019.11.03 07:14:34,2019.11.06,第三週
10位,鬥士,雅卡緹亞,00:14.10,2019.11.06 03:16:40,2019.11.06,第三週
10位,拳士,川榷,00:14.70,2019.11.01 16:48:30,2019.11.06,第三週
10位,氣功士,無關愛情,00:18.0,2019.11.03 01:48:40,2019.11.06,第三週
10位,咒術師,低調?睡?,00:20.20,2019.10.30 16:48:33,2019.11.06,第三週
10位,召喚師,米勒?,00:21.90,2019.10.31 11:09:19,2019.11.06,第三週
10位,槍擊士,三發裝子彈,00:24.80,2019.11.05 18:28:35,2019.11.06,第三週
10位,弓箭手,神?,00:27.90,2019.11.04 05:40:11,2019.11.06,第三週
10位,燐劍士,來砍我?,00:28.10,2019.11.05 19:20:11,2019.11.06,第三週
10位,力士,小高冷?,00:29.80,2019.11.03 06:12:31,2019.11.06,第三週
10位,乾坤士,克克星,00:37.20,2019.11.05 19:00:50,2019.11.06,第三週
10位,刺客,紫星夜影,00:38.30,2019.11.03 03:50:15,2019.11.06,第三週
11位,劍士,同性才是人間真愛?,00:11.50,2019.11.04 07:26:47,2019.11.06,第三週
11位,拳士,伊璃?,00:15.20,2019.11.05 00:00:33,2019.11.06,第三週
11位,鬥士,侍乂,00:18.40,2019.10.30 11:46:28,2019.11.06,第三週
11位,咒術師,小雨璃,00:24.40,2019.11.01 14:15:10,2019.11.06,第三週
11位,召喚師,庫洛司,00:25.90,2019.11.03 17:33:36,2019.11.06,第三週
11位,氣功士,?小肥鏡,00:26.60,2019.11.03 23:32:10,2019.11.06,第三週
11位,槍擊士,?小肥?,00:27.60,2019.11.06 00:21:35,2019.11.06,第三週
11位,燐劍士,HunterMNY,00:28.30,2019.10.30 20:50:31,2019.11.06,第三週
11位,力士,西狼GOOD?桃,00:30.80,2019.10.30 22:34:25,2019.11.06,第三週
11位,弓箭手,東京靄靄斜陽云,00:31.40,2019.11.05 00:15:21,2019.11.06,第三週
11位,刺客,妲己?狐,00:40.10,2019.11.06 05:28:09,2019.11.06,第三週
11位,乾坤士,小?希,00:40.60,2019.11.05 19:04:18,2019.11.06,第三週
12位,劍士,BestJnK,00:12.10,2019.11.05 17:53:24,2019.11.06,第三週
12位,拳士,擋我一百招,00:16.20,2019.10.30 23:44:39,2019.11.06,第三週
12位,鬥士,龍龍55,00:18.60,2019.10.30 22:56:03,2019.11.06,第三週
12位,咒術師,?緋雨,00:24.90,2019.10.30 22:51:05,2019.11.06,第三週
12位,召喚師,蘿水三千只取一瓢飲,00:26.60,2019.11.04 19:50:20,2019.11.06,第三週
12位,氣功士,o寒江雪o,00:27.60,2019.11.05 12:58:44,2019.11.06,第三週
12位,燐劍士,柒撚懵懵,00:31.20,2019.11.05 20:10:35,2019.11.06,第三週
12位,槍擊士,雨天?,00:31.70,2019.11.03 00:41:31,2019.11.06,第三週
12位,力士,孤?,00:32.0,2019.11.02 08:01:45,2019.11.06,第三週
12位,弓箭手,湧嵐,00:32.30,2019.11.05 01:26:29,2019.11.06,第三週
12位,刺客,JusticeMem,00:41.30,2019.11.03 00:47:26,2019.11.06,第三週
12位,乾坤士,百裂肉球,00:43.90,2019.11.03 04:31:38,2019.11.06,第三週
13位,劍士,九軍?,00:13.10,2019.10.30 16:09:00,2019.11.06,第三週
13位,拳士,Yuan爻,00:18.60,2019.11.04 13:43:12,2019.11.06,第三週
13位,鬥士,小胖次?,00:19.80,2019.10.30 20:07:15,2019.11.06,第三週
13位,咒術師,上官湘玲,00:24.90,2019.10.31 02:37:51,2019.11.06,第三週
13位,召喚師,MissXuan,00:27.70,2019.11.05 14:19:26,2019.11.06,第三週
13位,氣功士,風嵐之翼,00:28.50,2019.11.02 22:51:27,2019.11.06,第三週
13位,燐劍士,遊星躑躅,00:32.0,2019.10.30 22:16:23,2019.11.06,第三週
13位,力士,出手不留情,00:32.40,2019.11.03 23:32:26,2019.11.06,第三週
13位,槍擊士,Hsiu羽,00:32.40,2019.10.30 18:30:00,2019.11.06,第三週
13位,弓箭手,茉娜德,00:35.80,2019.11.02 14:50:15,2019.11.06,第三週
13位,刺客,黑夜侵襲?,00:43.60,2019.10.31 19:58:16,2019.11.06,第三週
13位,乾坤士,青蘋芙姬,00:44.80,2019.11.01 20:15:03,2019.11.06,第三週
14位,劍士,整天想死的魚,00:13.20,2019.11.01 22:22:20,2019.11.06,第三週
14位,拳士,月光琵琶曲,00:18.90,2019.11.05 22:03:09,2019.11.06,第三週
14位,鬥士,亞瑟?潘德拉貢,00:21.80,2019.10.31 19:32:18,2019.11.06,第三週
14位,咒術師,宓宣,00:25.0,2019.11.02 17:30:36,2019.11.06,第三週
14位,召喚師,池內亞也,00:27.70,2019.11.05 22:36:12,2019.11.06,第三週
14位,氣功士,天璇?,00:28.60,2019.10.30 19:17:54,2019.11.06,第三週
14位,燐劍士,易利信,00:32.10,2019.11.04 07:29:09,2019.11.06,第三週
14位,槍擊士,Murie,00:33.50,2019.11.06 01:36:38,2019.11.06,第三週
14位,力士,紫楓凜,00:34.70,2019.11.02 10:01:47,2019.11.06,第三週
14位,弓箭手,阿爾特彌斯,00:37.60,2019.11.06 02:05:48,2019.11.06,第三週
14位,刺客,宇佐見蓮子,00:43.70,2019.11.04 01:42:37,2019.11.06,第三週
14位,乾坤士,凌紅兒,00:46.40,2019.10.30 22:15:18,2019.11.06,第三週
15位,劍士,云淡?,00:13.50,2019.10.31 21:35:02,2019.11.06,第三週
15位,拳士,Zhengge117,00:20.0,2019.11.03 17:31:12,2019.11.06,第三週
15位,鬥士,NiTaMaB,00:22.20,2019.11.04 21:43:29,2019.11.06,第三週
15位,咒術師,咚踏取蜜,00:25.90,2019.10.31 02:12:54,2019.11.06,第三週
15位,召喚師,點心?,00:27.80,2019.11.05 01:55:25,2019.11.06,第三週
15位,氣功士,優媞奈,00:30.20,2019.11.03 12:18:14,2019.11.06,第三週
15位,燐劍士,星語雪碧,00:33.30,2019.11.05 20:16:57,2019.11.06,第三週
15位,槍擊士,冰冬a囝仔?,00:35.50,2019.11.02 03:28:16,2019.11.06,第三週
15位,力士,蜜蜂哥哥,00:35.90,2019.10.31 22:13:55,2019.11.06,第三週
15位,弓箭手,宸昀,00:40.10,2019.11.01 18:53:04,2019.11.06,第三週
15位,刺客,?臭跩貓,00:43.80,2019.11.03 02:18:26,2019.11.06,第三週
15位,乾坤士,味噌湯?,00:48.90,2019.10.31 10:34:20,2019.11.06,第三週
16位,劍士,鬼綾霄,00:14.50,2019.10.30 16:18:27,2019.11.06,第三週
16位,拳士,野比大熊,00:20.70,2019.11.05 12:00:32,2019.11.06,第三週
16位,鬥士,匚弟?,00:25.0,2019.11.05 18:09:32,2019.11.06,第三週
16位,咒術師,侜張,00:26.90,2019.11.04 20:37:51,2019.11.06,第三週
16位,召喚師,冰欣玥,00:28.70,2019.11.03 18:58:56,2019.11.06,第三週
16位,氣功士,詩情,00:30.30,2019.11.06 00:22:40,2019.11.06,第三週
16位,燐劍士,?秋白,00:34.10,2019.10.31 21:57:18,2019.11.06,第三週
16位,槍擊士,丰筠,00:35.70,2019.11.02 19:40:31,2019.11.06,第三週
16位,力士,藏鱷,00:36.10,2019.11.05 09:19:51,2019.11.06,第三週
16位,弓箭手,魔徒,00:41.40,2019.10.30 14:36:26,2019.11.06,第三週
16位,刺客,璇兒?,00:44.10,2019.10.31 17:07:14,2019.11.06,第三週
16位,乾坤士,多麗米亞,00:52.60,2019.10.31 20:39:06,2019.11.06,第三週
17位,劍士,淘兒,00:14.70,2019.10.30 19:54:45,2019.11.06,第三週
17位,拳士,Ruler?,00:21.50,2019.11.02 01:26:41,2019.11.06,第三週
17位,鬥士,楊宵,00:25.60,2019.11.01 12:44:45,2019.11.06,第三週
17位,咒術師,紫格格,00:27.30,2019.11.03 03:05:41,2019.11.06,第三週
17位,召喚師,加沐,00:29.90,2019.11.02 10:46:55,2019.11.06,第三週
17位,氣功士,祅賊賊,00:30.50,2019.11.02 14:53:49,2019.11.06,第三週
17位,燐劍士,青陌?,00:34.60,2019.11.01 20:15:29,2019.11.06,第三週
17位,力士,語芯妍,00:36.20,2019.11.05 02:13:35,2019.11.06,第三週
17位,槍擊士,欣欣?,00:38.80,2019.10.30 23:30:07,2019.11.06,第三週
17位,弓箭手,十大bug,00:41.80,2019.11.05 22:07:02,2019.11.06,第三週
17位,刺客,祈月音,00:46.20,2019.11.03 05:59:41,2019.11.06,第三週
17位,乾坤士,姈羽詩,00:55.30,2019.11.03 04:50:46,2019.11.06,第三週
18位,劍士,0660,00:15.0,2019.11.05 19:26:55,2019.11.06,第三週
18位,拳士,聖奇諾,00:24.0,2019.11.02 22:22:32,2019.11.06,第三週
18位,鬥士,叔叔喜歡直接剛正面,00:26.30,2019.11.06 01:18:24,2019.11.06,第三週
18位,咒術師,月?,00:28.50,2019.11.03 11:28:26,2019.11.06,第三週
18位,召喚師,向日葵自走砲,00:30.80,2019.10.30 19:26:41,2019.11.06,第三週
18位,氣功士,花兒?啥那??,00:30.90,2019.11.03 14:56:01,2019.11.06,第三週
18位,燐劍士,小狂妄?,00:34.60,2019.11.02 03:10:52,2019.11.06,第三週
18位,力士,莫知名,00:37.80,2019.11.03 23:47:18,2019.11.06,第三週
18位,槍擊士,?青羽梟,00:38.90,2019.11.02 19:14:55,2019.11.06,第三週
18位,弓箭手,寂靜子?,00:42.90,2019.11.03 23:45:48,2019.11.06,第三週
18位,刺客,財政部,00:48.30,2019.10.30 16:03:17,2019.11.06,第三週
18位,乾坤士,喵喵蟲咖波,00:55.60,2019.11.04 00:20:42,2019.11.06,第三週
19位,劍士,你了解我的明白嗎,00:15.10,2019.11.05 07:49:17,2019.11.06,第三週
19位,拳士,幽魂戈德林,00:24.50,2019.10.31 09:07:36,2019.11.06,第三週
19位,鬥士,墨川奈沙庫,00:26.70,2019.11.04 13:45:50,2019.11.06,第三週
19位,咒術師,娜伍思嘉,00:29.30,2019.11.03 12:45:18,2019.11.06,第三週
19位,召喚師,?玥凝雪,00:30.80,2019.11.04 13:21:03,2019.11.06,第三週
19位,氣功士,?花舞鳥,00:32.20,2019.11.01 22:32:02,2019.11.06,第三週
19位,燐劍士,巴瑞歐?,00:37.10,2019.11.01 12:40:51,2019.11.06,第三週
19位,力士,?蛋蛋胖,00:38.30,2019.11.02 12:11:46,2019.11.06,第三週
19位,槍擊士,蒼瑩,00:39.20,2019.11.05 17:12:39,2019.11.06,第三週
19位,弓箭手,老娘錢多開豐田錢少開寶馬,00:43.50,2019.11.03 19:34:57,2019.11.06,第三週
19位,刺客,Xanis,00:49.0,2019.11.05 23:48:55,2019.11.06,第三週
19位,乾坤士,方米,00:56.10,2019.11.04 22:03:35,2019.11.06,第三週
20位,劍士,小多?,00:16.0,2019.10.30 20:26:29,2019.11.06,第三週
20位,拳士,陸奧十三,00:25.70,2019.10.30 19:09:37,2019.11.06,第三週
20位,鬥士,一姝兒,00:28.50,2019.11.03 03:23:19,2019.11.06,第三週
20位,咒術師,蘋兒?,00:30.30,2019.11.03 00:40:00,2019.11.06,第三週
20位,召喚師,耍廢?,00:31.90,2019.11.02 18:02:00,2019.11.06,第三週
20位,氣功士,冷豔雪,00:34.90,2019.10.31 15:20:13,2019.11.06,第三週
20位,燐劍士,搖滾可可,00:37.10,2019.11.03 03:19:19,2019.11.06,第三週
20位,槍擊士,?LiK,00:39.40,2019.11.03 19:18:11,2019.11.06,第三週
20位,力士,愛??,00:40.20,2019.11.01 11:45:19,2019.11.06,第三週
20位,弓箭手,你為什麼這麼熟練阿,00:44.20,2019.11.03 13:43:44,2019.11.06,第三週
20位,刺客,新手惹人愛,00:49.60,2019.11.02 08:10:50,2019.11.06,第三週
20位,乾坤士,楓御千代,00:56.70,2019.11.01 23:34:40,2019.11.06,第三週
21位,劍士,Oo紅豆湯圓oO,00:16.20,2019.11.03 22:36:55,2019.11.06,第三週
21位,拳士,欣月,00:27.40,2019.10.31 19:43:57,2019.11.06,第三週
21位,鬥士,醬醬爆,00:28.80,2019.10.31 08:46:02,2019.11.06,第三週
21位,咒術師,佐丹妮,00:30.60,2019.11.04 17:00:06,2019.11.06,第三週
21位,召喚師,Cute綺綺o,00:32.0,2019.10.31 22:24:12,2019.11.06,第三週
21位,氣功士,空白Cc,00:35.60,2019.11.04 23:29:12,2019.11.06,第三週
21位,燐劍士,零度?,00:38.60,2019.11.01 01:52:18,2019.11.06,第三週
21位,槍擊士,芸之?,00:40.40,2019.10.30 18:51:02,2019.11.06,第三週
21位,力士,米開朗基羅?蒼,00:42.30,2019.11.04 01:51:51,2019.11.06,第三週
21位,弓箭手,嫣雨晴,00:45.90,2019.10.31 13:22:55,2019.11.06,第三週
21位,刺客,江楓恪,00:49.90,2019.11.06 00:06:05,2019.11.06,第三週
21位,乾坤士,啻夜,00:58.30,2019.11.05 13:26:11,2019.11.06,第三週
22位,劍士,艾蕾歐諾拉維爾塔利亞,00:16.40,2019.10.31 18:18:10,2019.11.06,第三週
22位,拳士,河漓雪?,00:28.60,2019.11.03 23:25:38,2019.11.06,第三週
22位,鬥士,蒔繪o,00:29.10,2019.10.31 19:32:25,2019.11.06,第三週
22位,咒術師,夏雨筠,00:30.90,2019.11.06 04:06:35,2019.11.06,第三週
22位,召喚師,小彌?,00:32.10,2019.11.01 20:31:10,2019.11.06,第三週
22位,氣功士,Crazy南,00:37.0,2019.11.04 12:17:06,2019.11.06,第三週
22位,槍擊士,煌舞極憶,00:40.50,2019.11.03 13:19:36,2019.11.06,第三週
22位,燐劍士,怡然游走,00:41.30,2019.11.02 01:06:28,2019.11.06,第三週
22位,力士,臻楓,00:43.20,2019.11.02 17:30:50,2019.11.06,第三週
22位,弓箭手,蕭憶情,00:46.10,2019.11.01 11:38:38,2019.11.06,第三週
22位,刺客,Aeyko,00:50.0,2019.11.03 22:13:18,2019.11.06,第三週
22位,乾坤士,鉯禹,00:59.60,2019.11.03 17:45:17,2019.11.06,第三週
23位,劍士,劍刺無雙,00:16.50,2019.11.01 15:44:36,2019.11.06,第三週
23位,拳士,諾羽,00:28.90,2019.11.03 18:37:32,2019.11.06,第三週
23位,鬥士,檸小若,00:29.40,2019.11.03 13:48:51,2019.11.06,第三週
23位,咒術師,?妮妮,00:31.50,2019.11.05 02:21:14,2019.11.06,第三週
23位,召喚師,城堡,00:34.30,2019.10.31 09:24:38,2019.11.06,第三週
23位,氣功士,冰糖糖?,00:37.10,2019.11.01 02:39:36,2019.11.06,第三週
23位,槍擊士,槍?玫瑰?沁悸,00:41.20,2019.10.30 22:28:06,2019.11.06,第三週
23位,燐劍士,靜畫扇,00:41.50,2019.11.04 11:04:50,2019.11.06,第三週
23位,力士,Chu?起司棒,00:45.40,2019.11.02 15:03:28,2019.11.06,第三週
23位,弓箭手,莉花緒凜,00:46.60,2019.11.02 01:37:18,2019.11.06,第三週
23位,刺客,智影?,00:51.30,2019.10.31 23:32:04,2019.11.06,第三週
23位,乾坤士,沐雲汐,01:00.70,2019.11.03 14:05:27,2019.11.06,第三週
24位,劍士,葉楓天,00:16.60,2019.10.30 19:17:28,2019.11.06,第三週
24位,拳士,拼命四狼,00:29.20,2019.10.31 02:01:44,2019.11.06,第三週
24位,鬥士,素鳶輕暖畫涼箏,00:29.60,2019.11.01 11:11:55,2019.11.06,第三週
24位,咒術師,橘子薄荷蘇打,00:32.80,2019.10.30 23:48:49,2019.11.06,第三週
24位,召喚師,赤瞳?,00:34.90,2019.10.31 00:12:32,2019.11.06,第三週
24位,氣功士,尹心兒,00:38.20,2019.11.03 16:18:21,2019.11.06,第三週
24位,燐劍士,星山吼兒,00:41.60,2019.11.01 17:36:11,2019.11.06,第三週
24位,槍擊士,每秒的心跳,00:41.70,2019.11.05 18:12:18,2019.11.06,第三週
24位,力士,吃飯用碗公,00:46.0,2019.10.31 03:24:10,2019.11.06,第三週
24位,弓箭手,梨花?,00:46.70,2019.11.05 00:55:39,2019.11.06,第三週
24位,刺客,淨鳴,00:51.60,2019.11.03 17:57:33,2019.11.06,第三週
24位,乾坤士,再平凡?月依舊限量版,01:02.50,2019.11.05 20:05:30,2019.11.06,第三週
25位,劍士,花生魷,00:16.90,2019.10.31 10:23:05,2019.11.06,第三週
25位,拳士,咖啡凍鮮奶茶,00:29.20,2019.11.05 23:21:13,2019.11.06,第三週
25位,鬥士,Me?炙焱,00:29.70,2019.11.01 20:12:05,2019.11.06,第三週
25位,咒術師,脆皮巧克力,00:32.90,2019.11.04 08:50:41,2019.11.06,第三週
25位,召喚師,起司喵喵,00:35.30,2019.11.03 19:24:11,2019.11.06,第三週
25位,氣功士,?Vanessa?,00:38.20,2019.11.04 22:00:29,2019.11.06,第三週
25位,燐劍士,?丸,00:41.70,2019.10.30 18:15:03,2019.11.06,第三週
25位,槍擊士,左線預備o右線預備,00:42.50,2019.11.03 18:26:24,2019.11.06,第三週
25位,力士,?嗯?,00:47.30,2019.11.02 14:46:55,2019.11.06,第三週
25位,弓箭手,玥夜楓晴,00:48.70,2019.11.01 21:40:00,2019.11.06,第三週
25位,刺客,不夠,00:52.50,2019.10.31 01:24:48,2019.11.06,第三週
25位,乾坤士,古語有云有功夫無懦夫,01:02.80,2019.11.01 21:39:17,2019.11.06,第三週
26位,劍士,狂眾,00:17.30,2019.11.02 00:51:19,2019.11.06,第三週
26位,鬥士,惡魔奶娃,00:29.90,2019.10.30 14:55:53,2019.11.06,第三週
26位,拳士,蘿莉?D?香吉士,00:30.10,2019.11.05 10:26:51,2019.11.06,第三週
26位,咒術師,冰?湛藍,00:33.70,2019.10.30 18:55:27,2019.11.06,第三週
26位,召喚師,皓呆魯,00:35.60,2019.11.02 20:22:48,2019.11.06,第三週
26位,氣功士,霄嵐,00:39.80,2019.11.03 01:48:33,2019.11.06,第三週
26位,燐劍士,煙雨沐歌,00:41.70,2019.11.03 16:38:39,2019.11.06,第三週
26位,槍擊士,凌羽兒,00:45.60,2019.10.30 21:24:52,2019.11.06,第三週
26位,力士,幻龍痕,00:47.60,2019.11.02 11:07:56,2019.11.06,第三週
